Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Endocytosis	57/252	2.897205e-07	6.730431e-06	0	0	2.299741e+00	3.462110e+01	ARF3;ARF4;ARF1;WIPF1;ARPC1B;CBLB;ARRB1;RAB22A;IGF1R;CAPZB;CHMP1B;PSD3;LDLRAP1;GIT1;RAB8A;SH3GLB1;ACTR3;ACTR2;VPS37A;ARAP1;ARFGAP3;DNM1;HLA-E;TGFBR2;RUFY1;DNM3;BIN1;DNAJC6;STAM2;VPS28;RAB5B;SRC;CXCR4;ASAP1;ASAP2;SNX3;GRK5;GRK4;PIP5K1C;RAB11FIP5;RAB4A;CAV2;CAV1;HSPA6;WWP1;ARPC4;ARPC5;RAB11A;RAB10;EHD2;EHD3;DAB2;ARPC2;ARPC3;CAPZA2;CHMP2A;HSPA1A
GO_Biological_Process_2023	Oxytocin signaling pathway	40/154	4.081842e-07	8.805117e-06	0	0	2.752291e+00	4.049045e+01	RYR1;RYR2;CDKN1A;CAMK2D;PRKAA1;ROCK2;SRC;ITPR1;ACTB;PIK3CG;ADCY6;ACTG1;MYLK;GNAI2;PPP3R1;PRKACB;CAMK2G;MAPK3;MEF2C;PRKAB2;CAMK1D;PPP1R12A;PRKCB;CACNA2D3;PLA2G4A;PRKCA;FOS;NFATC4;RCAN1;CACNB3;MYL6;PLCB3;CACNB4;PLCB4;GNAQ;GNAS;CAMK1;MYL9;PLCB2;PPP1R12C
GO_Biological_Process_2023	Salmonella infection	56/249	4.471925e-07	9.003476e-06	0	0	2.282044e+00	3.336411e+01	CYFIP1;NCKAP1;ARF1;ARPC1B;FHOD1;PIK3CB;ACTB;PIK3CG;ACTG1;TUBA1C;TUBA1A;AKT3;TUBB1;CASP4;IKBKG;ACTR3;ACTR2;DYNLT3;FOS;TUBA4A;TNFRSF1A;IL1B;ELMO2;PFN1;MYL9;ARL8A;ARL8B;RAB5B;RALA;TUBAL3;ROCK2;DCTN4;MYL12A;MYL12B;HSP90B1;RRAS;MYO6;FLNA;NCKAP1L;WASF3;MAPK3;TCF7L2;MLKL;M6PR;ARPC4;ARPC5;MAPK14;NFKBIA;ARPC2;ARPC3;ABI1;CTNNB1;TAB2;DYNLRB1;ACTR10;TUBA8
GO_Biological_Process_2023	Epithelial cell signaling in Helicobacter pylori infection	23/70	1.601563e-06	3.022950e-05	0	0	3.824207e+00	5.103225e+01	ATP6V1A;LYN;ATP6V0E1;ATP6AP1;SRC;ADAM10;CXCL1;CXCL3;F11R;MAPK14;CXCL2;NFKBIA;TJP1;CCL5;ATP6V1B2;CSK;IKBKG;ATP6V1E1;ATP6V1D;GIT1;HBEGF;ATP6V0A1;JAM3
GO_Biological_Process_2023	Pathways in cancer	97/531	1.726494e-06	3.067065e-05	0	0	1.766149e+00	2.343576e+01	ITGA2B;FGF2;ETS1;CRKL;IGF1R;FRAT1;CCND3;AKT3;PIM2;PRKACB;IL13RA1;PRKCB;TPM3;F2R;PRKCA;RUNX1;AGTR1;COL4A5;IL6ST;NOTCH1;MAX;PDGFB;PDGFA;LPAR4;RASGRP2;STK4;RASGRP4;HSP90B1;RASGRP3;GSTM4;TGFB1;GADD45A;ZBTB16;GNG11;GADD45G;NFKBIA;LPAR5;LPAR6;GNAQ;GNAS;GNB4;GRB2;GNB5;BCL2L1;ITGB1;CDKN1A;PIK3CB;BBC3;RAC2;RAC3;ITGAV;IKBKG;JAK2;JAK3;JAK1;ARHGEF12;APAF1;GSTO1;IFNGR1;IL15;MMP1;ITGA2;NCOA3;NCOA4;AXIN1;FOS;TGFBR2;PLCB3;PLCB4;ITGA6;SOS1;PLCB2;PPARD;CAMK2D;RALA;RALB;ROCK2;PTGER3;CXCR4;ADCY6;GNAI2;GNA13;WNT11;GNG7;GNA12;E2F3;CAMK2G;RUNX1T1;MAPK3;TCF7L2;EGLN3;CDKN2A;EGF;LAMB2;VEGFC;CTNNB1;F2RL3
GO_Biological_Process_2023	Tight junction	41/169	2.014631e-06	3.380103e-05	0	0	2.511661e+00	3.294063e+01	ITGB1;PRKAA1;TUBAL3;ROCK2;SRC;ARPC1B;WAS;F11R;ACTB;MYL12A;ACTG1;MYL12B;SLC9A3R1;TUBA1C;TUBA1A;PRKACB;RAB8A;MAP3K5;RAB8B;JAM3;VASP;ACTR3;ACTR2;PRKAB2;ACTN1;MSN;ARPC4;ARPC5;TUBA4A;RUNX1;TJP1;CLDN10;MYL6;ARPC2;ARPC3;RAB13;MYH9;CLDN16;MYL9;TUBA8;TJP2
GO_Biological_Process_2023	Human cytomegalovirus infection	50/225	2.610803e-06	4.149803e-05	0	0	2.243382e+00	2.884058e+01	CDKN1A;ITGB3;PIK3CB;CRKL;CREB3L1;AKT3;RAC2;RAC3;ITGAV;IKBKG;PRKACB;JAK1;PDIA3;ARHGEF12;PRKCB;PRKCA;HLA-E;TNFRSF1A;CREB3;PLCB3;PLCB4;IL1B;SOS1;PLCB2;ROCK2;SRC;PTGER3;ITPR1;CXCR4;ADCY6;GNAI2;GNA13;PPP3R1;CCL5;GNG7;GNA12;PTK2B;E2F3;MAPK3;CDKN2A;MAPK14;GNG11;NFATC4;NFKBIA;GNAQ;GNAS;GNB4;CTNNB1;GRB2;GNB5
GO_Biological_Process_2023	Vascular smooth muscle contraction	34/133	4.301263e-06	6.494907e-05	0	0	2.689015e+00	3.322708e+01	ROCK2;ITPR1;ADCY6;MYLK;GNA13;CALD1;GNA12;KCNMB4;PRKACB;PRKG1;MAPK3;PPP1R14A;PLA2G12A;PTGIR;ARHGEF12;PPP1R12A;PRKCB;PRKCD;PLA2G4A;PRKCA;AVPR1A;ACTA2;MYL6;PLCB3;PLCB4;GNAQ;AGTR1;GNAS;MYH9;PRKCQ;MYL9;PLCB2;PPP1R12C;RAMP1
GO_Biological_Process_2023	Relaxin signaling pathway	33/129	5.821335e-06	8.371634e-05	0	0	2.690749e+00	3.243423e+01	SHC1;SRC;ARRB1;PIK3CB;ADCY6;GNAI2;CREB3L1;GNG7;AKT3;PRKACB;MAPK3;TGFB1;MMP1;VEGFC;PRKCA;FOS;MAPK14;GNG11;TGFBR2;NFKBIA;ACTA2;CREB3;PLCB3;PLCB4;GNAS;GNB4;RLN2;COL4A5;GRB2;GNB5;RLN1;SOS1;PLCB2
GO_Biological_Process_2023	Adherens junction	22/71	7.921934e-06	1.087465e-04	0	0	3.506685e+00	4.118909e+01	TCF7L2;YES1;SRC;ACTN1;WAS;PTPRJ;NLK;ACTB;ACTG1;IGF1R;TGFBR2;TJP1;RAC2;RAC3;CTNNB1;FYN;PTPN6;WASF1;SSX2IP;VCL;WASF3;MAPK3
GO_Biological_Process_2023	Leukocyte transendothelial migration	30/114	8.296276e-06	1.089337e-04	0	0	2.793763e+00	3.268621e+01	ITGB1;ROCK2;TXK;NCF4;CXCR4;PIK3CB;F11R;ACTB;MYL12A;ACTG1;MYL12B;GNAI2;RAP1B;RAC2;PTK2B;JAM3;VASP;VAV3;PRKCB;ACTN1;MSN;PRKCA;MAPK14;VAV1;CLDN10;CTNNB1;ESAM;CLDN16;MYL9;VCL
GO_Biological_Process_2023	cGMP-PKG signaling pathway	39/167	9.367452e-06	1.178738e-04	0	0	2.387013e+00	2.763748e+01	IRS1;ROCK2;ITPR1;ATP2A3;ATP2A2;IRS2;ATP1A1;PIK3CG;ADCY6;MYLK;GNAI2;GNA13;PPP3R1;CREB3L1;AKT3;GNA12;KCNMB4;MEF2D;PRKG1;MAPK3;MEF2A;VASP;MEF2C;PPP1R12A;TRPC6;ATP1B1;ADRA2A;NFATC4;CREB3;PLCB3;PLCB4;GNAQ;AGTR1;PPIF;VDAC3;PDE3A;PDE5A;MYL9;PLCB2
GO_Biological_Process_2023	Proteoglycans in cancer	45/205	1.129113e-05	1.363968e-04	0	0	2.205281e+00	2.512145e+01	ITGB1;CD63;CDKN1A;CAMK2D;ITGB5;ROCK2;SRC;ITGB3;ITPR1;PIK3CB;FGF2;THBS1;ACTB;ACTG1;IGF1R;SLC9A1;WNT11;RRAS;AKT3;TIMP3;FLNA;ITGAV;PRKACB;CAMK2G;MAPK3;VAV3;TGFB1;ARHGEF12;PPP1R12A;PRKCB;CAV2;CAV1;ITGA2;MSN;PRKCA;MAPK14;VAV1;CTNNB1;GRB2;PTPN6;HPSE;ITGA5;SOS1;PPP1R12C;HBEGF
GO_Biological_Process_2023	Axon guidance	41/182	1.419313e-05	1.648586e-04	0	0	2.278404e+00	2.543326e+01	ITGB1;ROBO3;CAMK2D;SEMA3C;ROCK2;SRC;ILK;CXCR4;PIK3CB;MYL12A;MYL12B;GNAI2;EFNB2;EFNB1;PPP3R1;ABLIM1;RGS3;RRAS;ABLIM3;NCK2;RAC2;RAC3;FYN;CAMK2G;PLXNA4;MAPK3;SEMA6C;ARHGEF12;TRPC6;SEMA4D;TRPC1;LIMK2;SEMA4B;LIMK1;PRKCA;NFATC4;SSH1;FES;RASA1;PLXNB2;MYL9
GO_Biological_Process_2023	Parathyroid hormone synthesis, secretion and action	28/106	1.517786e-05	1.697671e-04	0	0	2.806556e+00	3.114062e+01	CDKN1A;ITPR1;ARRB1;ADCY6;GNAI2;GNA13;SLC9A3R1;CREB3L1;GNA12;PRKACB;MEF2D;MAPK3;MEF2A;MEF2C;JUND;PRKCB;PDE4D;PRKCA;FOS;CREB3;MMP14;PLCB3;PLCB4;GNAQ;MMP17;GNAS;PLCB2;HBEGF
GO_Biological_Process_2023	Shigellosis	51/246	1.648812e-05	1.748618e-04	0	0	2.052134e+00	2.259989e+01	ITGB1;ARF1;ARPC1B;ILK;PIK3CB;FNBP1L;ACTB;CRKL;ACTG1;AKT3;CASP4;IKBKG;CAPN1;ACTR3;GABARAPL2;ACTR2;FBXW11;ACTN1;PRKCD;WIPI1;TNFRSF1A;PLCB3;PLCB4;IL1B;ELMO2;PRKCQ;ITGA5;PFN1;TLN1;MYL9;PLCB2;DOCK1;VCL;ROCK2;SRC;ITPR1;GABARAP;MYL12A;MYL12B;CCL5;WASF1;MAPK3;ARPC4;ARPC5;MAPK14;NFKBIA;DIAPH1;ARPC2;ARPC3;TAB2;BCL2L1
GO_Biological_Process_2023	Hypertrophic cardiomyopathy	25/90	1.679136e-05	1.748618e-04	0	0	3.005244e+00	3.304159e+01	ITGB1;RYR2;PRKAA1;ITGB5;ITGB3;ITGA2B;ATP2A3;ATP2A2;ACTB;ACTG1;LMNA;ITGAV;TNNI3;EMD;PRKAB2;TGFB1;TPM4;TPM3;ITGA2;TPM1;CACNA2D3;CACNB3;CACNB4;ITGA6;ITGA5
GO_Biological_Process_2023	Lipid and atherosclerosis	46/215	1.823432e-05	1.827498e-04	0	0	2.134096e+00	2.328769e+01	CD40;CAMK2D;ROCK2;SRC;NCF4;ITPR1;CXCL1;PIK3CB;CXCL3;CXCL2;HSP90B1;RAP1B;PPP3R1;CCL5;AKT3;CD36;IKBKG;JAK2;CAMK2G;MAP3K5;MAPK3;LYN;VAV3;XBP1;HSPA5;APAF1;MMP1;HSPA6;EIF2AK3;PRKCA;FOS;MAPK14;SOD2;VAV1;TNFRSF1A;ERN1;NFKBIA;SELP;PLCB3;PLCB4;CD40LG;IL1B;TAB2;PLCB2;HSPA1A;BCL2L1
GO_Biological_Process_2023	Dilated cardiomyopathy	26/96	1.875909e-05	1.827498e-04	0	0	2.902670e+00	3.159217e+01	ITGB1;RYR2;ITGB5;ITGB3;ITGA2B;ATP2A3;ATP2A2;ACTB;ADCY6;ACTG1;LMNA;ITGAV;TNNI3;EMD;PRKACB;TGFB1;TPM4;TPM3;ITGA2;TPM1;CACNA2D3;CACNB3;CACNB4;GNAS;ITGA6;ITGA5
GO_Biological_Process_2023	Phosphatidylinositol signaling system	26/97	2.287464e-05	2.158794e-04	0	0	2.861625e+00	3.057784e+01	DGKG;DGKE;DGKD;INPP1;INPPL1;ITPR1;PIK3CB;INPP5B;INPP5A;PPIP5K2;PIP4K2A;PIP5K1C;CDIPT;PRKCB;SACM1L;OCRL;PRKCA;ITPKB;INPP4B;PLCB3;PLCB4;ITPKA;PLCB2;DGKI;DGKH;CDS2
GO_Biological_Process_2023	B cell receptor signaling pathway	23/81	2.450260e-05	2.242359e-04	0	0	3.096997e+00	3.287999e+01	VAV3;LYN;SYK;PRKCB;INPPL1;DAPP1;PIK3CB;FOS;VAV1;RASGRP3;CD79B;NFKBIA;PPP3R1;AKT3;RAC2;BTK;RAC3;GRB2;PTPN6;IKBKG;SOS1;PIK3AP1;MAPK3
GO_Biological_Process_2023	Choline metabolism in cancer	26/98	2.779018e-05	2.468422e-04	0	0	2.821720e+00	2.960218e+01	DGKG;DGKE;DGKD;SLC44A1;SLC44A2;PDGFB;WAS;PDGFA;PIK3CB;AKT3;PDGFC;RAC2;RAC3;PIP5K1C;WASF1;WASF3;MAPK3;PRKCB;EGF;PLA2G4A;PRKCA;FOS;GRB2;SOS1;DGKI;DGKH
GO_Biological_Process_2023	Fc epsilon RI signaling pathway	20/68	4.693846e-05	4.050119e-04	0	0	3.251620e+00	3.240783e+01	VAV3;LYN;FCER1G;SYK;PLA2G4A;PRKCA;PIK3CB;MAPK14;VAV1;AKT3;RAC2;BTK;FCER1A;RAC3;LCP2;FYN;GRB2;SOS1;LAT;MAPK3
GO_Biological_Process_2023	Apelin signaling pathway	32/137	5.689775e-05	4.773089e-04	0	0	2.383287e+00	2.329485e+01	RYR1;RYR2;HDAC5;PRKAA1;SERPINE1;ITPR1;GABARAP;PIK3CG;ADCY6;MYLK;SLC9A1;GNAI2;GNA13;RRAS;GNG7;AKT3;PRKACB;MEF2D;MAPK3;MEF2A;GABARAPL2;MEF2C;PRKAB2;GNG11;ACTA2;PLCB3;PLCB4;GNAQ;AGTR1;GNB4;GNB5;PLCB2
GO_Biological_Process_2023	Glioma	21/75	6.825502e-05	5.571085e-04	0	0	3.035155e+00	2.911399e+01	CDKN1A;CAMK2D;CAMK1D;PRKCB;SHC1;CDKN2A;EGF;GADD45A;PDGFB;PDGFA;PRKCA;PIK3CB;IGF1R;GADD45G;AKT3;E2F3;GRB2;CAMK1;SOS1;CAMK2G;MAPK3
GO_Biological_Process_2023	Calcium signaling pathway	48/240	7.430650e-05	5.905411e-04	0	0	1.959302e+00	1.862770e+01	RYR1;RYR2;CAMK2D;PTAFR;PTGER3;PDGFB;ITPR1;ATP2A3;PDGFA;CXCR4;ATP2A2;HTR2A;FGF2;MYLK;PPP3R1;TBXA2R;PDGFC;PTK2B;PRKACB;CAMK2G;CAMK1D;PRKCB;EGF;TNNC2;F2R;VEGFC;PRKCA;PHKB;AVPR1A;GRIN2D;ITPKB;PLCB3;PLCB4;STIM1;GNAQ;P2RX1;ORAI3;ITPKA;AGTR1;ORAI2;VDAC3;HRC;PPIF;GNAS;ORAI1;CAMK1;PLCB2;MCU
GO_Biological_Process_2023	Osteoclast differentiation	30/127	7.678101e-05	5.945606e-04	0	0	2.417558e+00	2.290528e+01	ITGB3;NCF4;FHL2;TNFRSF11A;PIK3CB;PPP3R1;AKT3;FYN;IKBKG;JAK1;MAPK3;JUND;TGFB1;SYK;IFNGR1;FOS;MAPK14;TGFBR2;TNFRSF1A;NFKBIA;CYLD;TYROBP;FCGR2A;TEC;IL1B;BTK;FOSB;GRB2;TAB2;LCP2
GO_Biological_Process_2023	Long-term depression	18/60	8.330357e-05	6.289419e-04	0	0	3.342706e+00	3.139810e+01	RYR1;LYN;GNAZ;PRKCB;ITPR1;PLA2G4A;PRKCA;IGF1R;GNAI2;GNA13;PLCB3;PLCB4;GNAQ;GNA12;GNAS;PLCB2;PRKG1;MAPK3
GO_Biological_Process_2023	Vibrio cholerae infection	16/50	8.692618e-05	6.402856e-04	0	0	3.668845e+00	3.430536e+01	ATP6V1A;ARF1;ATP6V0E1;ATP6AP1;PRKCA;ACTB;ACTG1;TJP1;ATP6V1B2;GNAS;KDELR3;ATP6V1E1;PRKACB;ATP6V1D;ATP6V0A1;TJP2
GO_Biological_Process_2023	Arrhythmogenic right ventricular cardiomyopathy	21/77	1.035510e-04	7.445813e-04	0	0	2.926425e+00	2.685126e+01	ITGB1;RYR2;TCF7L2;ITGB5;ITGB3;ITGA2;ITGA2B;ATP2A3;CACNA2D3;ATP2A2;ACTB;ACTG1;CACNB3;CACNB4;LMNA;PKP2;CTNNB1;ITGAV;ITGA6;ITGA5;EMD
GO_Biological_Process_2023	Kaposi sarcoma-associated herpesvirus infection	40/193	1.291025e-04	9.067201e-04	0	0	2.046183e+00	1.832337e+01	CDKN1A;SRC;PDGFB;ITPR1;CXCL1;PIK3CB;CXCL3;FGF2;CXCL2;GABARAP;PIK3CG;PPP3R1;GNG7;AKT3;E2F3;IKBKG;JAK2;CCR4;MICA;JAK1;MAPK3;LYN;GABARAPL2;TCF7L2;SYK;IFNGR1;FOS;MAPK14;GNG11;HLA-E;NFATC4;TNFRSF1A;NFKBIA;HCK;RCAN1;CLEC2B;GNB4;CTNNB1;GNB5;IL6ST
GO_Biological_Process_2023	Insulin signaling pathway	31/137	1.378514e-04	9.461617e-04	0	0	2.285883e+00	2.031998e+01	PYGB;PRKAA1;IRS1;SHC1;INPPL1;CBLB;IRS2;PIK3CB;PYGL;CRKL;GYS2;INPP5A;PRKAR2B;MKNK1;AKT3;FLOT1;PRKACB;EIF4E;MAPK3;PRKAB2;PHKB;G6PC3;PPP1R3B;PRKAR1A;PPP1R3E;FASN;PPP1R3D;TRIP10;GRB2;SOS1;RHOQ
GO_Biological_Process_2023	Adrenergic signaling in cardiomyocytes	33/150	1.511704e-04	1.014521e-03	0	0	2.205162e+00	1.939904e+01	RYR2;KCNE1;CAMK2D;ATP2A3;ATP2A2;ATP1A1;PIK3CG;ADCY6;SLC9A1;GNAI2;CREB3L1;AKT3;TNNI3;PRKACB;CAMK2G;SCN1B;MAPK3;TPM4;TPM3;TPM1;CACNA2D3;PRKCA;ATP1B1;MAPK14;CREB3;CACNB3;PLCB3;CACNB4;PLCB4;GNAQ;AGTR1;GNAS;PLCB2
GO_Biological_Process_2023	Pancreatic secretion	25/102	1.583995e-04	1.039927e-03	0	0	2.535170e+00	2.218372e+01	RYR2;CPB1;ITPR1;ATP2A3;ATP2A2;ATP1A1;ADCY6;SLC9A1;RAP1B;CA2;RAB8A;CPA3;PLA2G12A;PRKCB;TRPC1;PRKCA;RAB27B;CEL;ATP1B1;RAB11A;PLCB3;PLCB4;GNAQ;GNAS;PLCB2
GO_Biological_Process_2023	Steroid biosynthesis	9/20	1.679166e-04	1.078953e-03	0	0	6.367433e+00	5.534600e+01	SQLE;EBP;SC5D;MSMO1;CEL;DHCR7;LIPA;LSS;TM7SF2
GO_Biological_Process_2023	Circadian entrainment	24/97	1.819773e-04	1.122952e-03	0	0	2.566566e+00	2.210231e+01	RYR1;RYR2;CAMK2D;PRKCB;ITPR1;PRKCA;FOS;GNG11;ADCY6;GRIN2D;GNAI2;PLCB3;PLCB4;PER3;GNAQ;GNG7;GNAS;GNB4;GNB5;PRKACB;PLCB2;CAMK2G;PRKG1;MAPK3
