Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Nucleotide excision repair	22/47	4.161096e-06	1.168890e-04	0	0	4.105417e+00	5.086502e+01	RFC5;RFC3;GTF2H2C;PCNA;RFC4;LIG1;RFC1;RPA1;RPA2;XPC;GTF2H3;POLD3;CUL4A;DDB1;POLD1;POLE2;RPA3;POLD2;ERCC2;POLE3;ERCC8;POLE
KEGG_2021_Human	One carbon pool by folate	10/20	9.817576e-04	2.528026e-02	0	0	4.653650e+00	3.223195e+01	DHFR;ATIC;MTHFD1;MTHFD1L;SHMT1;AMT;MTHFR;MTR;TYMS;GART
KEGG_2021_Human	Propanoate metabolism	14/34	1.158480e-03	2.753618e-02	0	0	3.259263e+00	2.203473e+01	BCKDHA;ECHS1;BCKDHB;ACACB;ACACA;ACAT1;HADHA;ALDH6A1;EHHADH;DBT;PCCB;SUCLG2;ACOX3;ACSS1
KEGG_2021_Human	mRNA surveillance pathway	30/98	1.266911e-03	2.796254e-02	0	0	2.057484e+00	1.372583e+01	HBS1L;DAZAP1;SMG1;RNMT;CSTF2;CASC3;SMG7;GSPT1;PNN;PPP2R1B;CLP1;PCF11;CSTF1;SYMPK;UPF1;CPSF1;NCBP1;FUS;CPSF3;PABPC4;CPSF2;PPP2R5D;PPP2R3A;DDX19A;DDX39B;WDR82;RNPS1;ETF1;PABPC1;TARDBP
KEGG_2021_Human	Spliceosome	41/150	2.230331e-03	4.594481e-02	0	0	1.755316e+00	1.071727e+01	TCERG1;SF3B5;SF3B2;SF3B3;DDX23;DDX42;HNRNPU;PRPF19;USP39;PRPF8;EFTUD2;SNRPD2;U2AF2;HNRNPA1;SF3B1;SF3A3;AQR;SF3A1;NCBP1;FUS;THOC1;WBP11;CRNKL1;U2SURP;CHERP;PRPF4;XAB2;LSM7;SNW1;DDX39B;PRPF3;PPIH;SNRPE;SNRPA1;PRPF31;SNRPF;HNRNPC;SNRNP200;SNRPC;HNRNPA1L2;SNRPA
KEGG_2021_Human	Valine, leucine and isoleucine degradation	17/48	2.578938e-03	4.980574e-02	0	0	2.553802e+00	1.522162e+01	BCKDHA;MCCC2;ECHS1;BCKDHB;MCCC1;HSD17B10;ACADSB;ACAT1;HADHA;ALDH6A1;ALDH1B1;EHHADH;IVD;DBT;PCCB;BCAT1;BCAT2
KEGG_2021_Human	RNA polymerase	12/31	4.718262e-03	8.576136e-02	0	0	2.939202e+00	1.574329e+01	POLR2J3;POLR3A;POLR1A;POLR1B;POLR2D;POLR1C;POLR3E;POLR1E;POLR3G;POLR3H;POLR2H;POLR2I
KEGG_2021_Human	Porphyrin and chlorophyll metabolism	15/43	5.311864e-03	9.118699e-02	0	0	2.493827e+00	1.306220e+01	ALAS2;ALAS1;FECH;COX15;MMAB;UROS;CPOX;PPOX;ALAD;UROD;HMBS;BLVRB;FXN;COX10;EARS2
KEGG_2021_Human	Cysteine and methionine metabolism	16/50	1.028941e-02	1.601059e-01	0	0	2.190476e+00	1.002502e+01	MPST;DNMT1;AHCY;GOT2;MTR;SRM;MTAP;GCLC;TST;MAT2A;CBS;PSAT1;CTH;SMS;BCAT1;BCAT2
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	11/30	1.067120e-02	1.601059e-01	0	0	2.693506e+00	1.222908e+01	GCSH;CS;SHMT1;AFMID;CAT;PCCB;AMT;ACO1;ACSS1;GLUL;ACAT1
KEGG_2021_Human	Lysine degradation	19/63	1.088098e-02	1.601059e-01	0	0	2.010496e+00	9.088930e+00	GCDH;SETD2;ECHS1;SETDB1;AADAT;SUV39H1;KMT2B;SETD1A;DLST;PLOD1;DHTKD1;ACAT1;HADHA;ALDH1B1;EHHADH;NSD1;COLGALT1;EZH1;EZH2
KEGG_2021_Human	Non-homologous end-joining	6/13	1.698434e-02	2.295990e-01	0	0	3.985060e+00	1.624097e+01	FEN1;XRCC6;RAD50;PRKDC;XRCC5;POLL
KEGG_2021_Human	RNA degradation	22/79	1.708990e-02	2.295990e-01	0	0	1.797115e+00	7.312942e+00	HSPA9;ZCCHC7;PNPT1;DIS3;PABPC4;DIS3L;WDR61;CNOT10;TOB2;HSPD1;EDC4;EXOSC7;PAN2;EXOSC5;CNOT6;LSM7;EXOSC10;EXOSC4;CNOT1;DHX36;PABPC1;EXOSC2
KEGG_2021_Human	p53 signaling pathway	20/73	2.640163e-02	3.399210e-01	0	0	1.756473e+00	6.383602e+00	STEAP3;SIVA1;EI24;TSC2;PPM1D;CCNB2;CCNB1;CCND2;CDK6;CCND1;AIFM2;CCNE1;CASP3;CHEK2;CHEK1;CDK2;ATM;GTSE1;TP53;ATR
KEGG_2021_Human	Fatty acid biosynthesis	7/18	2.819559e-02	3.467062e-01	0	0	2.958722e+00	1.055846e+01	MECR;ACSBG1;ACACB;HSD17B8;MCAT;ACACA;CBR4
KEGG_2021_Human	Citrate cycle (TCA cycle)	10/30	2.917269e-02	3.467062e-01	0	0	2.325410e+00	8.219214e+00	CS;FH;PDHA1;IDH3B;DLST;SUCLG2;ACO1;DLAT;SDHA;PCK2
KEGG_2021_Human	Cellular senescence	37/156	3.457848e-02	3.880464e-01	0	0	1.448409e+00	4.873208e+00	PIK3R3;PIK3R2;LIN9;ZFP36L2;CCNB2;CCNB1;CCND2;CCND1;CHEK2;MYC;CHEK1;EIF4EBP1;TRPM7;MYBL2;E2F4;BTRC;E2F5;MAP2K3;MAP2K2;SMAD3;TGFB3;HUS1;TSC2;NFATC2;SIRT1;CDC25A;MTOR;CCNA2;RAD50;CDK6;RBL1;CCNE1;CDK2;ATM;TP53;ATR;RAD9A
KEGG_2021_Human	Thiamine metabolism	6/15	3.604250e-02	3.880464e-01	0	0	3.099114e+00	1.029853e+01	NFS1;AK1;AK2;ALPL;AK4;AK7
KEGG_2021_Human	Riboflavin metabolism	4/8	3.767441e-02	3.880464e-01	0	0	4.647458e+00	1.523796e+01	FLAD1;RFK;ACP5;BLVRB
KEGG_2021_Human	Sulfur relay system	4/8	3.767441e-02	3.880464e-01	0	0	4.647458e+00	1.523796e+01	MPST;NFS1;MOCS3;TST
KEGG_2021_Human	Coronavirus disease	52/232	3.909240e-02	3.896630e-01	0	0	1.346494e+00	4.365100e+00	RPL4;RPL3;RPL31;RPL34;RPLP0;RPL8;RPL10A;RPL9;RPL7;RPS15;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL37;RPS11;RPS12;RPS9;RPL21;RPS8;RPL23;RPS5;RPS6;RPL13A;RPSA;TRAF3;RPL29;CFD;RPL12;PIK3R3;PIK3R2;RPS4Y1;RPS15A;RPL14;RPS3;PLCG1;RPS2;RPL17;RPL35A;RPS25;RPS28;MAVS;RPL27A;RPS20;RPL22L1;RSL24D1;NFKBIB
KEGG_2021_Human	AMPK signaling pathway	29/120	4.530441e-02	4.374707e-01	0	0	1.483704e+00	4.591101e+00	PFKFB4;PIK3R3;PIK3R2;SLC2A4;ACACB;ACACA;CAMKK2;RPTOR;EEF2K;CCND1;PPP2R1B;LEPR;EIF4EBP1;CD36;PCK2;SREBF1;CPT1A;INSR;STRADB;TSC2;PPP2R5D;PPP2R3A;EEF2;PRKAB1;SIRT1;MTOR;CCNA2;TBC1D1;SCD
KEGG_2021_Human	Tryptophan metabolism	12/42	5.636171e-02	5.277505e-01	0	0	1.860249e+00	5.350012e+00	GCDH;HADHA;ECHS1;ALDH1B1;AADAT;KYNU;EHHADH;AFMID;CAT;DLST;ACAT1;DHTKD1
KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	17/66	6.515929e-02	5.831635e-01	0	0	1.613900e+00	4.407432e+00	AARS2;PARS2;MARS2;GATC;DARS2;QRSL1;WARS2;LARS2;SEPSECS;SARS2;NARS2;IARS2;VARS2;FARSA;CARS2;EARS2;FARSB
KEGG_2021_Human	Fatty acid degradation	12/43	6.605412e-02	5.831635e-01	0	0	1.800132e+00	4.891463e+00	GCDH;HADHA;CPT1A;ECHS1;ALDH1B1;ECI1;EHHADH;ECI2;ACSBG1;ACOX3;ACADSB;ACAT1
KEGG_2021_Human	Glycine, serine and threonine metabolism	11/40	8.359994e-02	7.175662e-01	0	0	1.763637e+00	4.376841e+00	GCSH;ALAS2;GATM;ALAS1;CBS;PSAT1;SHMT1;CTH;AMT;PSPH;GCAT
KEGG_2021_Human	Adipocytokine signaling pathway	17/69	9.213703e-02	7.694687e-01	0	0	1.520512e+00	3.625628e+00	CPT1A;SLC2A1;TRAF2;SLC2A4;TNFRSF1B;PRKAB1;ACACB;MTOR;CAMKK2;POMC;RXRA;LEPR;ACSBG1;CD36;PPARA;PCK2;NFKBIB
KEGG_2021_Human	Pyrimidine metabolism	14/56	1.079530e-01	8.778282e-01	0	0	1.549953e+00	3.450287e+00	DTYMK;DUT;RRM1;CAD;CTPS2;CTPS1;NME4;TYMS;NME1;DHODH;NME1-NME2;UCK2;UMPS;DCTPP1
KEGG_2021_Human	Pyruvate metabolism	12/47	1.152074e-01	9.127971e-01	0	0	1.594014e+00	3.444698e+00	FH;PDHA1;ALDH1B1;PKLR;LDHD;DLAT;HAGH;ACSS1;ACACB;ACACA;ACAT1;PCK2
KEGG_2021_Human	Pantothenate and CoA biosynthesis	6/21	1.536966e-01	9.999963e-01	0	0	1.858790e+00	3.481096e+00	PANK2;ALDH1B1;BCAT1;COASY;AASDHPPT;BCAT2
KEGG_2021_Human	Progesterone-mediated oocyte maturation	22/100	1.601156e-01	9.999963e-01	0	0	1.311595e+00	2.402656e+00	HSP90AA1;HSP90AB1;ANAPC7;PLK1;PIK3R3;PIK3R2;KIF22;CDC25C;PKMYT1;CDC25A;CDC25B;AURKA;CCNA2;CCNB2;CCNB1;CPEB1;CDC16;CDK2;ANAPC5;BUB1;ANAPC1;ANAPC2
KEGG_2021_Human	Basal transcription factors	11/45	1.609042e-01	9.999963e-01	0	0	1.503821e+00	2.747400e+00	TAF6L;GTF2H2C;TAF15;TAF9;ERCC2;TAF4B;TAF6;TAF5;GTF2H3;TAF4;TAF1
KEGG_2021_Human	Arginine and proline metabolism	12/50	1.628666e-01	9.999963e-01	0	0	1.467902e+00	2.663985e+00	ALDH4A1;GATM;OAT;ALDH1B1;P4HA3;ODC1;GOT2;SMS;PYCR1;ALDH18A1;SRM;AGMAT
KEGG_2021_Human	Cholesterol metabolism	12/50	1.628666e-01	9.999963e-01	0	0	1.467902e+00	2.663985e+00	SCARB1;MYLIP;STARD3;NCEH1;LRP1;STAR;APOC1;PCSK9;LCAT;CD36;APOE;PLTP
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	7/26	1.636471e-01	9.999963e-01	0	0	1.712111e+00	3.098995e+00	PIGU;PIGQ;PIGA;PIGL;PIGW;PIGV;GPLD1
KEGG_2021_Human	Selenocompound metabolism	5/17	1.691465e-01	9.999963e-01	0	0	1.936046e+00	3.440334e+00	SEPSECS;MARS2;CTH;MTR;SCLY
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	9/37	1.969530e-01	9.999963e-01	0	0	1.493756e+00	2.427041e+00	ALDH4A1;ADSL;PPAT;CAD;GOT2;ASNS;GPT;GLUL;RIMKLB
KEGG_2021_Human	Butanoate metabolism	7/28	2.162219e-01	9.999963e-01	0	0	1.548864e+00	2.372008e+00	HADHA;ECHS1;ACSM3;BDH1;EHHADH;L2HGDH;ACAT1
KEGG_2021_Human	Sulfur metabolism	3/10	2.546597e-01	9.999963e-01	0	0	1.990842e+00	2.723128e+00	MPST;SELENBP1;TST
KEGG_2021_Human	beta-Alanine metabolism	7/30	2.739009e-01	9.999963e-01	0	0	1.414008e+00	1.831125e+00	HADHA;ALDH6A1;ECHS1;ALDH1B1;ALDH3B1;EHHADH;ACOX3
KEGG_2021_Human	Amyotrophic lateral sclerosis	69/364	2.864099e-01	9.999963e-01	0	0	1.087779e+00	1.360083e+00	NUP107;NUP188;NDUFA10;DNALI1;PSMD9;TUBB6;CASP3;KIF5A;NUP62;NEFH;NUP214;NDC1;MAP2K3;NUP210;NCBP1;NUP133;TUBB;SIGMAR1;TRAF2;WIPI2;SDHA;TNFRSF1B;NUP93;TUBB2B;TUBB2A;NUP50;CAT;UQCRC1;NDUFS3;MATR3;NDUFS1;NUP98;TP53;NDUFB9;NUP205;POM121;SEH1L;TOMM40;NDUFB6;PIK3R4;AMBRA1;NUP160;PSMA8;POM121C;NUP85;TPR;NUP88;NUP43;CYC1;NDUFV3;HNRNPA1;RAE1;NDUFV1;UBQLN4;RANBP2;NDUFA9;NUP155;FUS;DNAH14;CHCHD10;NUP153;EIF2S1;MTOR;PSMC3;ATG2A;TARDBP;HNRNPA1L2;ATG2B;NUP37
KEGG_2021_Human	Phosphonate and phosphinate metabolism	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	PCYT1B;CHPT1
KEGG_2021_Human	Vitamin B6 metabolism	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	PSAT1;PNPO
KEGG_2021_Human	FoxO signaling pathway	26/131	2.937591e-01	9.999963e-01	0	0	1.150887e+00	1.409831e+00	PIK3R3;PIK3R2;FOXO4;SLC2A4;CCNB2;CCNB1;CCND2;BCL2L11;CCND1;SKP2;S1PR4;PCK2;PLK4;USP7;MAP2K2;SMAD3;TGFB3;PRMT1;INSR;BNIP3;PLK1;PRKAB1;SIRT1;CDK2;CAT;ATM
KEGG_2021_Human	Mucin type O-glycan biosynthesis	8/36	2.998572e-01	9.999963e-01	0	0	1.327408e+00	1.598795e+00	GALNT6;ST6GALNAC1;GALNT5;ST6GALNAC2;GALNT2;ST6GALNAC4;GALNT10;ST3GAL2
KEGG_2021_Human	Glutathione metabolism	12/57	3.035554e-01	9.999963e-01	0	0	1.239034e+00	1.477165e+00	GGCT;GSTM3;GSTM2;RRM1;GCLC;GSTO2;GSTP1;ODC1;SMS;MGST1;SRM;GSTM5
KEGG_2021_Human	Folate biosynthesis	6/26	3.078699e-01	9.999963e-01	0	0	1.393669e+00	1.641850e+00	DHFR;FPGS;MOCOS;AKR1C3;ALPL;GPHN
KEGG_2021_Human	PPAR signaling pathway	15/74	3.265249e-01	9.999963e-01	0	0	1.181278e+00	1.322144e+00	CPT1A;SORBS1;RXRA;FABP5;SCD;EHHADH;ACSBG1;PLIN2;CD36;ACOX3;PPARA;PLTP;SLC27A5;PLIN5;PCK2
KEGG_2021_Human	Thyroid cancer	8/37	3.282445e-01	9.999963e-01	0	0	1.281557e+00	1.427650e+00	RXRA;MAP2K2;CCND1;CDH1;MYC;TPR;CCDC6;TP53
KEGG_2021_Human	Colorectal cancer	17/86	3.508940e-01	9.999963e-01	0	0	1.144706e+00	1.198817e+00	MAP2K2;SMAD3;TGFB3;PIK3R3;PIK3R2;MLH1;AREG;MTOR;MSH6;BCL2L11;CCND1;MSH2;MSH3;CASP3;MYC;BIRC5;TP53
KEGG_2021_Human	Nitrogen metabolism	4/17	3.551052e-01	9.999963e-01	0	0	1.429205e+00	1.479715e+00	CA1;CA2;CA8;GLUL
KEGG_2021_Human	Sphingolipid metabolism	10/49	3.661006e-01	9.999963e-01	0	0	1.191140e+00	1.196913e+00	SMPD2;NEU3;UGCG;SMPD4;SPTLC1;SGMS1;SPHK2;SPHK1;DEGS2;SGPP2
KEGG_2021_Human	Mannose type O-glycan biosynthesis	5/23	3.868203e-01	9.999963e-01	0	0	1.290226e+00	1.225450e+00	B3GALNT2;B4GALT2;CHST10;POMK;POMGNT2
KEGG_2021_Human	Malaria	10/50	3.917813e-01	9.999963e-01	0	0	1.161290e+00	1.088189e+00	GYPA;GYPC;LRP1;GYPB;TGFB3;HBB;HBA2;CD36;HBA1;THBS3
KEGG_2021_Human	Purine metabolism	24/129	4.315891e-01	9.999963e-01	0	0	1.061753e+00	8.921713e-01	PRPS2;PRPS1;ADSL;RRM1;PKLR;AK1;AK2;GMPS;ADK;AK4;NME4;AK7;FHIT;PAICS;PFAS;APRT;NME1;NME1-NME2;ATIC;PPAT;IMPDH2;PDE6A;GART;ITPA
KEGG_2021_Human	Tyrosine metabolism	7/36	4.600849e-01	9.999963e-01	0	0	1.121045e+00	8.703172e-01	PNMT;TPO;FAHD1;LRTOMT;ALDH3B1;GOT2;MIF
KEGG_2021_Human	mTOR signaling pathway	28/154	4.732049e-01	9.999963e-01	0	0	1.032107e+00	7.722502e-01	PRR5;SEH1L;NPRL3;PIK3R3;PIK3R2;WDR24;RPTOR;FLCN;DVL1;EIF4EBP1;MLST8;SKP2;ATP6V1E2;WNT3;EIF4B;MAP2K2;WDR59;WNT5B;FZD5;MIOS;INSR;STRADB;RPS6;TSC2;MTOR;TTI1;TELO2;LPIN3
KEGG_2021_Human	Peroxisome	15/82	4.910516e-01	9.999963e-01	0	0	1.039722e+00	7.394566e-01	PEX11A;ECI2;PEX10;PEX12;PEX26;DHRS4;NUDT7;EHHADH;CAT;PEX5;PXMP2;ACOX3;PEX11G;DECR2;NUDT12
KEGG_2021_Human	Fatty acid elongation	5/27	5.350310e-01	9.999963e-01	0	0	1.055383e+00	6.600687e-01	HADHA;ECHS1;MECR;ELOVL6;PPT2
KEGG_2021_Human	Synthesis and degradation of ketone bodies	2/10	5.515593e-01	9.999963e-01	0	0	1.160926e+00	6.907579e-01	BDH1;ACAT1
KEGG_2021_Human	Glycosphingolipid biosynthesis	8/45	5.570138e-01	9.999963e-01	0	0	1.003975e+00	5.874911e-01	B4GALT2;B3GALNT1;ST8SIA1;B3GNT5;A4GALT;ST6GALNAC4;ST3GAL2;GBGT1
KEGG_2021_Human	Arginine biosynthesis	4/22	5.642009e-01	9.999963e-01	0	0	1.031890e+00	5.905968e-01	ACY1;GOT2;GPT;GLUL
KEGG_2021_Human	Terpenoid backbone biosynthesis	4/22	5.642009e-01	9.999963e-01	0	0	1.031890e+00	5.905968e-01	ICMT;PDSS2;PDSS1;ACAT1
KEGG_2021_Human	Hepatocellular carcinoma	29/168	5.937620e-01	9.999963e-01	0	0	9.684968e-01	5.048547e-01	GSTP1;MGST1;KEAP1;PIK3R3;PIK3R2;FRAT2;CCND1;TERT;MYC;DVL1;DPF3;PLCG1;WNT3;GSTM3;SMARCC1;GSTM2;MAP2K2;SMAD3;WNT5B;FZD5;PHF10;GSTO2;TGFB3;GAB1;MTOR;SMARCA4;CDK6;TP53;GSTM5
KEGG_2021_Human	Protein export	4/23	6.015441e-01	9.999963e-01	0	0	9.775201e-01	4.968299e-01	OXA1L;IMMP2L;SRP72;SRPRB
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	4/23	6.015441e-01	9.999963e-01	0	0	9.775201e-01	4.968299e-01	CA2;ATP1B2;AQP1;PCK2
KEGG_2021_Human	Phenylalanine metabolism	3/17	6.018248e-01	9.999963e-01	0	0	9.949974e-01	5.052486e-01	ALDH3B1;GOT2;MIF
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	6/35	6.047400e-01	9.999963e-01	0	0	9.606245e-01	4.831525e-01	NADK2;CD38;NMNAT3;SIRT1;NADK;NUDT12
KEGG_2021_Human	Ubiquitin mediated proteolysis	24/140	6.058472e-01	9.999963e-01	0	0	9.604232e-01	4.812945e-01	PPIL2;ANAPC7;HUWE1;KEAP1;UBE4A;NEDD4L;UBE3A;UBE4B;BRCA1;UBE2G2;UBE2J2;PRPF19;CDC20;DDB1;CUL4A;HERC2;UBR5;CDC16;ERCC8;ANAPC5;BTRC;SKP2;ANAPC1;ANAPC2
KEGG_2021_Human	Neomycin, kanamycin and gentamicin biosynthesis	1/5	6.229270e-01	9.999963e-01	0	0	1.160881e+00	5.494749e-01	HK1
KEGG_2021_Human	Vitamin digestion and absorption	4/24	6.368789e-01	9.999963e-01	0	0	9.285876e-01	4.189563e-01	SLC5A6;SCARB1;MMACHC;SLC19A1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	37/219	6.534363e-01	9.999963e-01	0	0	9.433848e-01	4.014199e-01	SLC2A1;PIK3R3;BUB1B;PIK3R2;CDC20;CCNB2;XPO1;CCND2;TERT;CCND1;CHEK2;MYC;CHEK1;STAT5A;IL15RA;RANBP1;MAP2K2;SMAD3;ANAPC7;TGFB3;NFATC2;FOSL1;CCNA2;KAT2A;ESPL1;CCNE1;CDC16;CDK2;ATM;ANAPC5;TLN2;TCF3;TP53;ANAPC1;RAN;ATR;ANAPC2
KEGG_2021_Human	ErbB signaling pathway	14/85	6.625289e-01	9.999963e-01	0	0	9.152536e-01	3.768017e-01	STAT5A;MAP2K2;GAB1;PIK3R3;PIK3R2;AREG;MTOR;PAK1;MYC;ABL1;EIF4EBP1;PLCG1;MAP2K7;PAK4
KEGG_2021_Human	Circadian rhythm	5/31	6.645194e-01	9.999963e-01	0	0	8.927989e-01	3.648790e-01	PER2;PER1;CRY2;BTRC;PRKAB1
