Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Inflammatory Response (GO:0050727)	57/240	1.615056e-07	5.980437e-05	0	0	2.356385e+00	3.685086e+01	TRADD;TNFAIP3;RORA;IFI35;AHR;METRNL;ETS1;PYCARD;LGALS1;TMSB4X;NFKBIZ;CASP1;SIRPA;TNFAIP8L2;ENPP3;GPSM3;ANXA1;PRKCD;IL16;FOXP1;CD200R1;ELF4;NINJ1;CARD16;LCP1;VAMP2;BIRC2;PPARD;BIRC3;PTGER4;GRN;SEMA7A;AKNA;XIAP;PTGS2;SBNO2;MAPK7;CAMK2N1;ALOX5;CCL3;NLRP3;CCL1;NLRP1;EXTL3;GSDMD;TSLP;CMA1;STAT3;OSM;NKG7;NR1D2;NFKBIA;BST1;CYLD;LACC1;BCL6;MYD88
GO_Biological_Process_2023	Negative Regulation Of Viral Process (GO:0048525)	23/61	1.759247e-07	5.980437e-05	0	0	4.549945e+00	7.076625e+01	IFITM3;SRPK2;IFITM1;TRIM62;RNASEL;IFITM2;APOBEC3F;RSAD2;APOBEC3G;APOBEC3H;STAT1;MX1;IFIT5;ISG15;IFIT1;OASL;BST2;ZFP36;OAS1;IFI16;OAS2;TRIM32;LTF
GO_Biological_Process_2023	Defense Response To Virus (GO:0051607)	48/189	1.804682e-07	5.980437e-05	0	0	2.571565e+00	3.993052e+01	IFITM3;RTP4;IFITM1;RNASEL;IFITM2;IFIT5;IFI6;DDX60L;IFIT1;LYST;IFI44L;IFIT3;IFIT2;OASL;PYCARD;IFI16;DHX58;CASP1;PMAIP1;NLRP1;GBP2;IKBKE;NCK1;IFNAR2;GBP5;APOBEC3F;RSAD2;APOBEC3G;RIPK3;APOBEC3H;STAT1;MX2;STAT2;MX1;RNASE6;ISG15;BST2;UBE2W;PTPRC;IFI27;OAS1;OAS2;IRF1;DDIT4;BCL2;IRF7;TRIM32;MYD88
GO_Biological_Process_2023	Response To Cytokine (GO:0034097)	36/125	2.280131e-07	7.016288e-05	0	0	3.048824e+00	4.662830e+01	IFITM3;NFAT5;IFITM1;SP100;IFITM2;CALCOCO2;CXCR4;CXCL16;RELB;SMPD1;CCR7;TIMP1;IL6R;IKBKE;JAK3;MAP4K3;MCL1;IFNAR2;ANXA1;STAT1;MX2;MX1;PRKCA;ISG15;DDOST;KLHL20;NFKB2;BST2;MAPKAPK3;SELL;BCL2;REL;HCLS1;XAF1;TRIM32;MYD88
GO_Biological_Process_2023	Regulation Of Intracellular Signal Transduction (GO:1902531)	66/297	2.543767e-07	7.305698e-05	0	0	2.163994e+00	3.285905e+01	ARHGAP9;TRIO;DYRK2;DOCK8;PTEN;PTPN22;ARHGAP4;AKAP12;PYCARD;AKAP13;SPRED1;RASSF2;TMSB4X;GRAP2;CAPN3;ITGAV;ARHGEF40;PPP1R16B;ARHGEF11;SWAP70;TRAF1;DYNLL1;GMIP;MLF1;VAV1;MOB3B;TIAM1;ARHGEF9;TRAF4;SPATA13;TRAF5;ARHGEF1;TNIK;SGK1;DOCK2;SQSTM1;OPTN;ARHGAP18;AKAP5;ARHGAP15;STK4;GNAI1;FGD3;SH3BP1;TMEM127;CHN2;CHN1;PLCG2;RICTOR;PIP5K1C;GBP1;MAP2K6;NTRK1;PLK3;STARD13;ARHGAP29;ARHGAP27;NFKBIA;BST1;CYLD;ARHGAP31;ARHGAP30;TAOK3;BCL3;RCAN3;GRB2
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Activation (GO:0051250)	13/23	3.082520e-07	8.299684e-05	0	0	9.746406e+00	1.461215e+02	DUSP3;LAPTM5;TNFAIP3;PTPN22;LAX1;SAMSN1;LGALS3;GPNMB;CTSG;TNFAIP8L2;FCGR2B;JAK3;PAG1
GO_Biological_Process_2023	Apoptotic Process (GO:0006915)	54/228	3.719406e-07	9.425413e-05	0	0	2.345992e+00	3.473131e+01	CYFIP2;IFI27L2;CSRNP1;TRADD;ITGB2;ATN1;AHR;IFIT2;PYCARD;CASP7;CAPN3;C19ORF12;PHLDA2;IER3;DAPK1;PRKCE;PRKCD;EMP3;DYNLL1;RHOB;TGFBR2;IFI27;PIK3CA;IRF1;DDIT4;ELMO1;MAL;ARHGEF6;PPARD;PPP1R15A;MAGEH1;PRUNE2;IFI6;CXCR4;STK4;FOXO1;NLRP3;PMAIP1;BMF;CD14;NLRP1;PLK3;BIK;TNFSF12;MX1;TNFRSF10B;CFLAR;GDF6;NFKBIA;GZMM;BCL2;PMP22;SCN2A;MYD88
GO_Biological_Process_2023	Positive Regulation Of Programmed Cell Death (GO:0043068)	56/245	7.807169e-07	1.868516e-04	0	0	2.239810e+00	3.149857e+01	TNFAIP8;CSRNP3;TRADD;CLU;IFIT2;ING4;PYCARD;LGALS1;RASSF2;RPS6KA2;SMPD1;ARL6IP5;TNFSF10;CYP1B1;EMILIN2;CTSD;PHLDA1;SOX4;HTATIP2;GBP5;PRMT2;TNFRSF12A;DAPK1;DUSP6;RHOB;SFRP2;IRF5;SQSTM1;DCUN1D3;STK4;FOXO1;TFPT;CALHM2;PNMA1;PMAIP1;BMF;MARK4;GBP2;GBP1;MCL1;GBP3;NTRK1;MOAP1;JUN;CRADD;GADD45B;LAPTM5;TNFRSF10C;TNFRSF10B;RRP1B;CFLAR;MLLT11;BCL6;STK17B;BCL2;MNDA
GO_Biological_Process_2023	Regulation Of Cytokine Production (GO:0001817)	41/167	3.486146e-06	7.904378e-04	0	0	2.452733e+00	3.082279e+01	PTGER4;ITK;TXK;ZBTB1;ZBTB20;PIK3CD;LITAF;AGPAT2;PLD3;PIK3CG;RPS6KA5;GPNMB;IFI16;ALOX5;FLOT1;NPTN;SIRPA;CCR7;CD276;SRGN;ANXA1;BTN2A2;BTN3A1;RIPK3;BTN2A1;HLA-B;ISG15;BTN3A3;BTN3A2;FOXP1;BATF;CCDC88B;TWSG1;PTPRC;TMIGD2;BCL6;SYT11;IRF7;FCGR2B;HLA-DRB1;LTF
GO_Biological_Process_2023	Positive Regulation Of Protein Kinase Activity (GO:0045860)	37/145	3.925776e-06	8.428401e-04	0	0	2.580560e+00	3.212267e+01	SLC27A1;CDKN1A;RALB;CSF1;CAB39L;NAB2;PRKAG2;NEDD9;ADRB2;IQGAP1;CLU;RASSF2;CCR7;FCGR1A;IL6R;EGR1;PRNP;MAP2K1;ACE;RIPK3;PRKCD;TGFBR2;ADCYAP1;CCDC88A;CD4;PTPRC;ALS2;TRAF4;DLG4;UNC119;RAPGEF2;LCP2;MAPRE3;CAMK1;CALM1;MAP3K12;LTF
GO_Biological_Process_2023	Positive Regulation Of Apoptotic Process (GO:0043065)	58/270	4.108552e-06	8.428401e-04	0	0	2.067191e+00	2.563822e+01	TNFAIP8;BTG1;CSRNP3;TRADD;CLU;CTSS;IFIT2;ING4;PYCARD;LGALS1;RASSF2;RPS6KA2;SMPD1;ARL6IP5;TNFSF10;CYP1B1;EMILIN2;CTSD;PHLDA1;SOX4;PRMT2;TNFRSF12A;DAPK1;DYNLL1;DUSP6;TGFBR1;RHOB;SFRP2;DDIT3;SIK1;IRF5;SQSTM1;GRN;DCUN1D3;STK4;FOXO1;TFPT;CALHM2;PNMA1;CCL3;PMAIP1;BMF;MCL1;SRPK2;MOAP1;PRNP;JUN;CRADD;GADD45B;TNFRSF10C;TNFRSF10B;RRP1B;CFLAR;MLLT11;BCL6;STK17B;BCL2;MNDA
GO_Biological_Process_2023	Mast Cell Mediated Immunity (GO:0002448)	8/11	4.465768e-06	8.744786e-04	0	0	1.995812e+01	2.458655e+02	MILR1;NR4A3;MRGPRX2;KIT;FCER1A;PIK3CD;SERPINB9;PIK3CG
GO_Biological_Process_2023	Negative Regulation Of Viral Genome Replication (GO:0045071)	19/53	4.914449e-06	9.204977e-04	0	0	4.194632e+00	5.127237e+01	IFITM3;SRPK2;IFITM1;RNASEL;IFITM2;APOBEC3F;RSAD2;APOBEC3G;APOBEC3H;MX1;IFIT5;ISG15;IFIT1;OASL;BST2;OAS1;IFI16;OAS2;LTF
GO_Biological_Process_2023	Negative Regulation Of T Cell Activation (GO:0050868)	18/49	5.836695e-06	1.047687e-03	0	0	4.357314e+00	5.251149e+01	CEBPB;CR1;DUSP3;CD80;LAPTM5;PTPN22;LAX1;LGALS3;GPNMB;DLG5;CTSG;NCKAP1L;TNFAIP8L2;FCGR2B;JAK3;PAG1;HLA-DRB1;HAVCR2
GO_Biological_Process_2023	Response To Interferon-Beta (GO:0035456)	13/29	9.189066e-06	1.534397e-03	0	0	6.089430e+00	7.062214e+01	IFITM3;IFNAR2;IFITM1;IFITM2;STAT1;BST2;IFI16;OAS1;IRF1;MNDA;CALM1;XAF1;IKBKE
GO_Biological_Process_2023	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)	10/18	9.288485e-06	1.534397e-03	0	0	9.360663e+00	1.084595e+02	MFSD6;ACE;FCER1G;ERAP2;ERAP1;TAP1;HLA-A;TAPBPL;B2M;TAPBP
GO_Biological_Process_2023	T Cell Differentiation (GO:0030217)	17/46	9.616693e-06	1.534397e-03	0	0	4.397676e+00	5.080199e+01	LMBR1L;SPI1;ANXA1;FCER1G;RIPK3;SOX13;PIK3CD;RHOH;PTPN22;MR1;ZFP36L1;LFNG;CD4;PTPRC;LCK;KIT;SOX4
GO_Biological_Process_2023	Alpha-Beta T Cell Activation (GO:0046631)	9/15	1.137535e-05	1.750179e-03	0	0	1.122930e+01	1.278350e+02	NCOR2;RSAD2;NKG7;CD3G;HLA-A;CD247;CD3E;CD3D;HLA-E
GO_Biological_Process_2023	Regulation Of Actin Cytoskeleton Organization (GO:0032956)	26/91	1.222292e-05	1.815736e-03	0	0	3.006159e+00	3.400627e+01	RALA;TESK1;TWF2;ARHGAP18;NEDD9;PDGFA;TWF1;SLC4A2;IQGAP2;CLU;C9ORF72;CORO1A;SH3BP1;ARHGDIB;ABL2;RICTOR;PDGFRA;SIGLEC15;PRKCD;RHOG;DYNLL1;BST2;BST1;CCDC88A;PIK3CA;FSCN1
GO_Biological_Process_2023	Cellular Response To Type II Interferon (GO:0071346)	21/66	1.362520e-05	1.910987e-03	0	0	3.503685e+00	3.925385e+01	GBP5;SP100;CCL23;DAPK1;IFNGR1;STAT1;IFNGR2;IRF1;CCL4;CASP1;CCL3;SIRPA;CCL2;CCL1;CCL18;GBP2;CALM1;GBP1;GBP4;HLA-DPA1;JAK1
GO_Biological_Process_2023	Myeloid Leukocyte Differentiation (GO:0002573)	22/71	1.377261e-05	1.910987e-03	0	0	3.371565e+00	3.773734e+01	SPI1;CSF1;PDE1B;LIF;PIK3CD;SNX10;SLC4A2;GAB2;FOXP1;TGFBR2;IL1RL1;SBNO2;CD4;TYROBP;SOCS1;IFI16;OSTM1;CAMK4;GPR183;KIT;CCR7;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Defense Response (GO:0031347)	27/97	1.419489e-05	1.910987e-03	0	0	2.899211e+00	3.236282e+01	SEMA7A;GRN;AKNA;XIAP;PTPN22;PTGS2;SBNO2;TMSB4X;ALOX5;DHX58;CASP1;NLRP1;ANXA1;CMA1;ERAP1;NR1D2;FOXP1;BST1;CYLD;LACC1;BCL6;IRF1;CARD16;FCGR2B;MYD88;BIRC2;BIRC3
GO_Biological_Process_2023	Regulation Of Type II Interferon Production (GO:0032649)	25/87	1.600844e-05	2.037035e-03	0	0	3.029624e+00	3.345430e+01	TXK;PTPN22;PYCARD;PDE4B;SIRPA;CCR7;CD14;HAVCR2;HLA-DPA1;CD276;SLAMF1;PRNP;CR1;BTN3A1;RIPK3;PDE4D;LAPTM5;ISG15;BTN3A2;HLA-A;INHBA;DDIT3;RARA;HLA-DRB1;IL18R1
GO_Biological_Process_2023	Endocytosis (GO:0006897)	43/189	1.607688e-05	2.037035e-03	0	0	2.219373e+00	2.449772e+01	SCARB2;DENND1C;LMBR1L;DENND1B;RAB5B;ITGAM;ITGB2;ADRB2;SNX33;PIK3C2A;C9ORF72;CORO1A;CXCL16;EEA1;AP3M2;CYTH2;MYO6;STAB1;MICALL1;PACSIN2;TMEM108;AP1S1;CD14;PIP5K1C;REPS1;ANXA1;M6PR;ANXA11;TBC1D2B;DNAJC13;ARHGAP27;MYO1E;EHD4;HOOK2;RAB34;ENTHD1;RIN3;CD302;OCIAD2;FCGR2B;RAB5A;LRP12;MYD88
GO_Biological_Process_2023	Regulation Of T Cell Activation (GO:0050863)	20/62	1.729084e-05	2.128255e-03	0	0	3.574273e+00	3.919309e+01	HLA-DRB5;DUSP3;LAPTM5;PTPN22;LAX1;PYCARD;CCDC88B;LGALS3;CD4;GPNMB;LCK;SIRPA;CCL2;CTSG;TNFAIP8L2;B2M;JAK3;PAG1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Glycosaminoglycan Biosynthetic Process (GO:0006024)	19/58	2.182422e-05	2.475474e-03	0	0	3.655820e+00	3.923605e+01	SLC10A7;CHPF;CHPF2;HEXA;CSGALNACT2;SLC35D2;XYLT1;HS3ST1;EXT1;UGDH;CHST11;CHSY1;CHST12;ST3GAL4;CHST1;CHST13;ST3GAL6;CHST14;ST3GAL3
GO_Biological_Process_2023	Regulation Of Response To External Stimulus (GO:0032101)	32/127	2.261972e-05	2.475474e-03	0	0	2.533682e+00	2.710201e+01	SEMA7A;GRN;AKNA;CXCR4;XIAP;PTPN22;PTGS2;SBNO2;TMSB4X;ALOX5;DHX58;CASP1;NLRP1;CD55;PDGFRA;ANXA1;CMA1;ERAP1;NR1D2;FOXP1;BST1;CYLD;LACC1;P2RX4;BCL6;IRF1;NMT2;CARD16;FCGR2B;MYD88;BIRC2;BIRC3
GO_Biological_Process_2023	Regulation Of Tumor Necrosis Factor Production (GO:0032680)	32/127	2.261972e-05	2.475474e-03	0	0	2.533682e+00	2.710201e+01	CD84;LY96;TNFAIP3;PTPN22;CLU;PYCARD;ZFP36;PLCG2;CCL3;SIRPA;CD14;CD33;SLAMF1;HAVCR2;ARG2;IFNGR1;STAT3;CYBA;FOXP1;HLA-E;TYROBP;MC1R;PTPRC;OAS1;ELF4;OAS2;SYT11;RARA;PTPN6;LCP1;TMEM106A;LTF
GO_Biological_Process_2023	Interleukin-27-Mediated Signaling Pathway (GO:0070106)	5/5	2.298490e-05	2.475474e-03	0	0	8.818000e+04	9.418217e+05	OAS1;OAS2;STAT1;MX1;OASL
GO_Biological_Process_2023	Negative Regulation Of Mast Cell Activation (GO:0033004)	5/5	2.298490e-05	2.475474e-03	0	0	8.818000e+04	9.418217e+05	MILR1;CD84;FER;ENPP3;CD300LF
GO_Biological_Process_2023	T Cell Activation (GO:0042110)	29/111	2.603089e-05	2.674508e-03	0	0	2.658725e+00	2.806610e+01	LMBR1L;ITK;CD84;CD80;PIK3CD;CD3G;PTPN22;CD3E;CD3D;PIK3CG;DPP4;LFNG;KIF13B;CCR7;TNFRSF4;SOX4;CD276;NCK1;MICB;RHOH;DDOST;NCOR2;CD4;PTPRC;LCK;KIT;LCP1;CD247;CD44
GO_Biological_Process_2023	Regulation Of Interleukin-1 Beta Production (GO:0032651)	24/84	2.607459e-05	2.674508e-03	0	0	3.004444e+00	3.171056e+01	GSDMD;GBP5;EGR1;SERPINB1;STAT3;TNFAIP3;FOXP1;PYCARD;P2RX7;TYROBP;IFI16;ELF4;CASP1;CCL3;SIRPA;NLRP3;CCR7;MNDA;CARD16;LCP1;NLRP1;CD33;TMEM106A;MYD88
GO_Biological_Process_2023	Mast Cell Activation Involved In Immune Response (GO:0002279)	7/10	2.770101e-05	2.712180e-03	0	0	1.745595e+01	1.831834e+02	MILR1;NR4A3;MRGPRX2;KIT;FCER1A;PIK3CD;PIK3CG
GO_Biological_Process_2023	Mast Cell Degranulation (GO:0043303)	7/10	2.770101e-05	2.712180e-03	0	0	1.745595e+01	1.831834e+02	MILR1;NR4A3;MRGPRX2;KIT;FCER1A;PIK3CD;PIK3CG
GO_Biological_Process_2023	Protein Modification Process (GO:0036211)	120/711	3.186229e-05	3.050284e-03	0	0	1.542297e+00	1.596907e+01	GMFB;PGAP1;MAML1;GMFG;TESK2;PLAT;JADE2;RPS6KA5;PIM1;PIM3;NEK3;PIM2;ACVR1;MAP2K1;PRKCH;DAPK1;PRKCB;PRKCE;PRKCD;KRT1;PRKCA;RUNX3;ATG12;ERN1;ADPRH;BTK;SIK1;ERG;TNIK;TRIB1;UBA7;TXK;STK39;CSF2RB;STK4;EVPL;MTM1;PORCN;ST3GAL4;ST8SIA4;ST3GAL5;ABL2;ST3GAL6;ST8SIA6;MARK4;ST3GAL3;SRPK2;NEK6;NEK7;EIF2AK3;SSH1;MSRA;PTPRB;FER;PTPRC;UBLCP1;ATG16L2;STT3A;CDK15;MAP3K12;BMPR1A;BMPR2;DYRK2;PTEN;PRKAG2;PIK3CD;PTPN22;TRIOBP;IKBKB;ING4;SERP2;PPP3CC;B3GALT2;CTSG;IKBKE;JAK3;JAK1;MAP4K1;MANBA;ANXA1;PARP4;RIPK3;RABGGTA;YWHAZ;DDOST;TGFBR1;CTTNBP2NL;TGFBR2;NPC1;LCK;RARA;SGK3;SGK1;HCST;B4GALT5;RNASEL;PPM1M;PPM1H;RNF7;ACVR1B;PPP2CB;TP53INP2;CCL2;MAPK6;FNIP2;MAP4K3;NTRK1;SLC35A1;MAP3K1;LIMK1;TMEM59;PINK1;TAOK3;MGAT4A;CAMK4;STK17B;PTPN9;AQP11;PTPN6;CAMK1
GO_Biological_Process_2023	Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)	30/118	3.350157e-05	3.133171e-03	0	0	2.563099e+00	2.640996e+01	ARHGAP9;TRIO;DOCK8;ARHGAP18;ARHGAP15;ARHGAP4;FGD3;AKAP13;SH3BP1;CHN2;CHN1;ITGAV;ARHGEF40;ARHGEF11;STARD13;SWAP70;ARHGAP29;ARHGAP27;DYNLL1;GMIP;ARHGAP25;VAV1;TIAM1;ARHGAP31;ARHGEF9;ARHGAP30;SPATA13;ARHGEF1;DOCK2;SQSTM1
GO_Biological_Process_2023	Response To Type II Interferon (GO:0034341)	23/80	3.418270e-05	3.133171e-03	0	0	3.030022e+00	3.116011e+01	IFITM3;GBP5;IFITM1;SP100;CCL23;IFITM2;CALCOCO2;DAPK1;STAT1;CXCL16;BST2;CCL4;CASP1;CCL3;SIRPA;CCL2;CCL1;CCL18;GBP2;CALM1;GBP1;GBP4;HLA-DPA1
GO_Biological_Process_2023	Sulfur Compound Biosynthetic Process (GO:0044272)	21/70	3.692224e-05	3.313771e-03	0	0	3.216938e+00	3.283431e+01	GGT5;GGT7;SLC10A7;CHPF;CHPF2;CSGALNACT2;SLC35D2;XYLT1;PAPSS1;EXT1;UGDH;CHST11;CHSY1;CHST12;ST3GAL4;CHST1;CHST13;ST3GAL6;CHST14;EXTL3;ST3GAL3
GO_Biological_Process_2023	Myeloid Cell Activation Involved In Immune Response (GO:0002275)	9/17	4.424013e-05	3.889520e-03	0	0	8.421019e+00	8.442811e+01	PYCARD;SBNO2;FCER1G;TYROBP;PLCG2;IFI35;ENPP3;DOCK2;SLAMF1
