Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Th1 and Th2 cell differentiation	30/92	1.149046e-07	3.022577e-06	0	0	3.643337e+00	5.821748e+01	MAML2;MAML1;CD3G;CD3E;IL2RG;CD3D;IKBKB;PPP3CC;STAT6;JAK3;HLA-DPA1;JAK1;HLA-DRB5;JUN;IL4R;IFNGR1;STAT1;IFNGR2;FOS;RUNX3;MAPK12;NFKBIA;MAPK11;CD4;MAF;LCK;IL2RB;CD247;HLA-DRB1;LAT
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	31/97	1.193122e-07	3.022577e-06	0	0	3.537324e+00	5.639032e+01	NCF1;ARPC1B;WAS;PIK3CD;PLD1;PLCG2;RAC2;PIP5K1C;FCGR1A;WASF3;VASP;ACTR3;MAP2K1;MYO10;PRKCB;PRKCE;PRKCD;PLA2G4C;LIMK1;PRKCA;ARPC5;GAB2;VAV1;MARCKS;PTPRC;ARPC2;PIK3CA;ARPC3;FCGR2B;LAT;ARF6
KEGG_2021_Human	Pathogenic Escherichia coli infection	49/197	2.676369e-07	6.258587e-06	0	0	2.501057e+00	3.785008e+01	CYFIP2;WIPF1;ARPC1B;TRADD;BRK1;ACTG1;IKBKB;PYCARD;CASP7;TUBA1A;TNFSF10;CASP1;NCK1;ACTR3;ARHGEF11;FOS;IRAK4;HCLS1;ARHGEF1;TMBIM6;ARF6;LPAR2;CYTH3;SLC9A3R1;CYTH2;CYTH4;MYO6;NLRP3;NCKAP1L;CYTH1;WASF3;JUN;MYO10;MYO5A;TNFRSF10B;ARPC5;MAPK12;NFKBIA;MAPK11;MYO1E;LPAR5;ARPC2;ARPC3;TAB3;PTPN6;SEC24D;MYD88;MYO1F;MYO1G
KEGG_2021_Human	Human cytomegalovirus infection	53/225	5.697168e-07	1.155303e-05	0	0	2.328580e+00	3.348062e+01	CDKN1A;TRADD;PIK3CD;IKBKB;AKAP13;PPP3CC;CREB3L2;RAC2;ITGAV;B2M;IL6R;JAK1;ARHGEF11;PDGFRA;MAP2K1;PRKCB;HLA-B;HLA-C;TAP1;PRKCA;HLA-A;HLA-F;HLA-E;TAPBP;PIK3CA;TRAF5;ARHGEF1;PLCB2;SOS2;PTGER4;ATF6B;PTGER2;PTGER3;CXCR4;ITPR2;PTGS2;ADCY7;GNAI1;GNAI2;GNG2;GNG7;CCL4;CCL3;CCL2;MAP2K6;IL10RB;STAT3;MAPK12;NFKBIA;MAPK11;GRB2;CALM1;BCAR1
KEGG_2021_Human	JAK-STAT signaling pathway	42/162	5.700509e-07	1.155303e-05	0	0	2.640224e+00	3.795993e+01	CDKN1A;FHL1;IL5RA;PDGFA;PIK3CD;CSF2RB;IL2RG;IL27RA;SOCS2;SOCS3;SOCS1;PIM1;STAT6;SOCS6;IL6R;JAK3;MCL1;SOCS5;JAK1;IFNAR2;PDGFRA;PIAS3;IL4R;TSLP;IFNGR1;IL10RB;STAT1;IFNGR2;STAT2;STAT3;LIF;OSM;PIK3CA;IL3RA;IL2RB;BCL2;GRB2;PTPN6;IL7R;SOS2;IL9R;IRF9
KEGG_2021_Human	C-type lectin receptor signaling pathway	31/104	6.759224e-07	1.233139e-05	0	0	3.196854e+00	4.541830e+01	ITPR2;PIK3CD;LSP1;PTGS2;RELB;PYCARD;IKBKB;PPP3CC;PLCG2;CASP1;NLRP3;IKBKE;PLK3;EGR2;JUN;EGR3;FCER1G;STAT1;STAT2;PRKCD;MAPK12;NFKB2;NFKBIA;CYLD;MAPK11;CLEC4D;PIK3CA;IRF1;BCL3;CALM1;IRF9
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	28/89	6.895841e-07	1.233139e-05	0	0	3.453430e+00	4.899443e+01	PTEN;PIK3CD;CD3G;CD3E;CD3D;HIF1A;IKBKB;PPP3CC;JAK1;MAP2K6;MAP2K1;JUN;IFNGR1;STAT1;IFNGR2;STAT3;FOS;MAPK12;BATF;NFKBIA;MAPK11;CD4;PIK3CA;LCK;PTPN6;CD247;LAT;MYD88
KEGG_2021_Human	Transcriptional misregulation in cancer	47/192	7.625822e-07	1.287917e-05	0	0	2.446913e+00	3.446857e+01	DDX5;CDKN1A;CEBPB;SPI1;SLC45A3;CDKN1B;ITGAM;HPGD;PDGFA;PLAT;FOXO1;HOXA10;HHEX;PLAU;TSPAN7;NFKBIZ;CD14;FCGR1A;NTRK1;BCL11B;GADD45B;JUP;PBX3;MITF;TRAF1;RUNX2;FLI1;DUSP6;ETV5;MLF1;TGFBR2;CCNA1;MAF;MYCN;NR4A3;SPINT1;BCL6;WT1;DDIT3;FEV;ID2;IL2RB;REL;RARA;ERG;BIRC2;BIRC3
KEGG_2021_Human	Toxoplasmosis	32/112	1.272404e-06	2.035846e-05	0	0	3.011321e+00	4.087748e+01	LAMA3;LY96;XIAP;LAMC1;PIK3R6;PIK3CG;GNAI1;PIK3R5;GNAI2;IKBKB;SOCS1;ALOX5;MAP2K6;HLA-DPA1;JAK1;HLA-DRB5;IFNGR1;IL10RB;STAT1;IFNGR2;STAT3;HSPA2;IRAK4;MAPK12;NFKBIA;MAPK11;BCL2;HLA-DRB1;MYD88;BIRC2;BIRC3;HSPA1A
KEGG_2021_Human	Leishmaniasis	25/77	1.400377e-06	2.128573e-05	0	0	3.614299e+00	4.871631e+01	ITGAM;NCF1;ITGB2;NCF4;PTGS2;FCGR1A;HLA-DPA1;JAK1;HLA-DRB5;JUN;CR1;ITGA4;IFNGR1;PRKCB;STAT1;IFNGR2;CYBA;FOS;IRAK4;MAPK12;NFKBIA;MAPK11;PTPN6;HLA-DRB1;MYD88
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	46/193	2.196937e-06	3.047075e-05	0	0	2.360979e+00	3.075988e+01	CDKN1A;TRADD;ITPR2;PIK3CD;PTGS2;HIF1A;CXCL2;GABARAP;PIK3R6;PIK3CG;ICAM1;PIK3R5;IKBKB;ZFP36;PPP3CC;GNG2;GNG7;PLCG2;CD200R1L;IKBKE;JAK1;MICB;MAP2K6;IFNAR2;GABARAPL1;JUN;MAP2K1;IFNGR1;STAT1;STAT2;STAT3;HLA-B;HLA-C;HLA-A;FOS;HLA-F;MAPK12;HLA-E;NFKBIA;MAPK11;CD200R1;CLEC2B;PIK3CA;IRF7;CALM1;IRF9
KEGG_2021_Human	Apoptosis	37/142	2.303876e-06	3.047075e-05	0	0	2.654745e+00	3.446102e+01	TRADD;ITPR2;PIK3CD;XIAP;CSF2RB;CTSS;ACTG1;IKBKB;CASP7;CTSO;TUBA1A;CAPN2;TNFSF10;PMAIP1;CTSF;CTSD;SPTAN1;CTSC;MCL1;NTRK1;MAP2K1;JUN;PARP4;GADD45B;EIF2AK3;TNFRSF10B;FOS;TRAF1;CFLAR;ERN1;NFKBIA;PIK3CA;DDIT3;IL3RA;BCL2;BIRC2;BIRC3
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	35/131	2.305353e-06	3.047075e-05	0	0	2.745724e+00	3.564026e+01	SHC4;ITGB2;PIK3CD;ITGAL;ICAM1;PPP3CC;SH3BP2;TNFSF10;PLCG2;RAC2;MICB;IFNAR2;MAP2K1;FCER1G;PRKCB;IFNGR1;IFNGR2;HLA-B;HLA-C;TNFRSF10B;PRKCA;HLA-A;VAV1;HLA-E;TYROBP;PIK3CA;LCK;GRB2;CD48;LCP2;PTPN6;CD247;HCST;SOS2;LAT
KEGG_2021_Human	Human immunodeficiency virus 1 infection	49/212	2.666740e-06	3.377871e-05	0	0	2.268950e+00	2.912119e+01	TRADD;PIK3CD;CD3G;CD3E;CD3D;IKBKB;PPP3CC;AP1S2;RAC2;AP1S1;AP1S3;B2M;MAP2K1;PRKCB;HLA-B;HLA-C;TAP1;PRKCA;HLA-A;FOS;IRAK4;HLA-F;HLA-E;TAPBP;PIK3CA;TRAF5;CXCR4;ITPR2;RNF7;GNAI1;GNAI2;GNG2;GNG7;PLCG2;MAP2K6;JUN;APOBEC3F;APOBEC3G;APOBEC3H;LIMK1;MAPK12;BST2;NFKBIA;MAPK11;CD4;BCL2;CD247;CALM1;MYD88
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	50/219	3.083067e-06	3.749009e-05	0	0	2.233255e+00	2.833908e+01	CDKN1A;SPI1;CRTC3;ITGB2;PTEN;PIK3CD;CD3G;CD3E;ITGAL;CD3D;ETS1;ICAM1;IKBKB;POLB;ZFP36;PPP3CC;CREB3L2;B2M;JAK3;HLA-DPA1;JAK1;MAP2K1;MSX2;HLA-B;HLA-C;HLA-A;FOS;HLA-F;TGFBR1;HLA-E;TGFBR2;CCNA1;PIK3CA;LCK;MAD1L1;ATF6B;XIAP;IL2RG;ADCY7;RELB;EGR1;EGR2;HLA-DRB5;JUN;MAP3K1;NFKB2;NFKBIA;CD4;IL2RB;HLA-DRB1
KEGG_2021_Human	Measles	36/139	3.649743e-06	4.141339e-05	0	0	2.632319e+00	3.295888e+01	CDKN1B;TRADD;PIK3CD;TNFAIP3;CD3G;CD3E;IL2RG;CD3D;IKBKB;IKBKE;JAK3;SLAMF1;JAK1;IFNAR2;JUN;DDX58;STAT1;MX2;STAT2;MX1;STAT3;EIF2AK3;HSPA2;FOS;IRAK4;NFKBIA;OAS1;PIK3CA;OAS2;IL2RB;BCL2;IRF7;FCGR2B;MYD88;IRF9;HSPA1A
KEGG_2021_Human	MAPK signaling pathway	62/294	3.678163e-06	4.141339e-05	0	0	2.020447e+00	2.528205e+01	CSF1;TRADD;IL1RAP;ARRB2;IKBKB;RPS6KA3;RPS6KA5;PPP3CC;DUSP10;RPS6KA2;RAC2;MAP3K8;DUSP4;MAP4K1;PDGFRA;MAP2K1;DUSP3;PRKCB;DUSP1;CACNA2D1;HGF;PLA2G4C;CACNA2D2;PRKCA;FOS;IRAK4;DUSP6;TGFBR1;TGFBR2;MAPKAPK3;DDIT3;KIT;RASA2;RAPGEF2;SOS2;PDGFA;STK4;EFNA4;RASGRP4;RELB;CACNA1I;MAPK7;CD14;MAP4K3;MAP2K6;MAP3K2;NTRK1;JUN;JUND;MAP3K1;GADD45B;VEGFB;HSPA2;MAPK12;NFKB2;NR4A1;MAPK11;TAOK3;GRB2;MYD88;HSPA1A;MAP3K12
KEGG_2021_Human	Chemokine signaling pathway	45/192	4.538793e-06	4.927832e-05	0	0	2.308657e+00	2.840306e+01	SHC4;ITK;NCF1;WAS;PIK3CD;CXCR4;ARRB2;CXCL2;ADCY7;PIK3R6;PIK3CG;GNAI1;CXCL16;PIK3R5;GNAI2;IKBKB;GNG2;GNG7;CCL4;PLCG2;RAC2;CCL3;CCL2;CCR7;CCL1;CCL18;JAK3;MAP2K1;CCL23;PRKCB;STAT1;STAT2;PRKCD;STAT3;VAV1;NFKBIA;TIAM1;PIK3CA;ELMO1;GRB2;DOCK2;PLCB2;SOS2;CCL28;BCAR1
KEGG_2021_Human	Sphingolipid signaling pathway	32/119	5.304827e-06	5.560922e-05	0	0	2.767926e+00	3.362171e+01	ASAH1;TRADD;PTEN;PIK3CD;PLD1;GNAI1;GNAI2;PPP2CB;SGPL1;ADORA3;SMPD1;RAC2;S1PR1;FCER1A;CTSD;CERS4;MAP2K1;ABCC1;FCER1G;PRKCB;PRKCE;PRKCA;GAB2;MAPK12;SGPP1;MAPK11;PIK3CA;BCL2;DEGS1;MS4A2;PLCB2;NSMAF
KEGG_2021_Human	Fc epsilon RI signaling pathway	22/68	6.313907e-06	6.398092e-05	0	0	3.592062e+00	4.300688e+01	MAP2K1;FCER1G;PLA2G4C;PIK3CD;PRKCA;GAB2;VAV1;MAPK12;MAPK11;PIK3CA;ALOX5;ALOX5AP;RAC2;BTK;PLCG2;FCER1A;LCP2;GRB2;MS4A2;SOS2;LAT;MAP2K6
KEGG_2021_Human	Influenza A	41/172	7.623016e-06	7.475474e-05	0	0	2.358443e+00	2.779270e+01	TPSD1;RNASEL;CALCOCO2;TRADD;PIK3CD;ACTG1;ICAM1;PYCARD;IKBKB;SOCS3;TNFSF10;CASP1;NLRP3;CCL2;TPSAB1;IKBKE;HLA-DPA1;JAK1;IFNAR2;MAP2K1;HLA-DRB5;RSAD2;PRKCB;DDX58;IFNGR1;STAT1;IFNGR2;MX2;STAT2;MX1;TNFRSF10B;PRKCA;IRAK4;NFKBIA;OAS1;PIK3CA;OAS2;IRF7;HLA-DRB1;MYD88;IRF9
KEGG_2021_Human	Cytokine-cytokine receptor interaction	61/295	8.423800e-06	8.002610e-05	0	0	1.969787e+00	2.301587e+01	IL1RN;BMPR2;CSF1;IL5RA;IL1RAP;CXCL2;IL27RA;CXCL16;TNFSF13B;IL18RAP;TNFSF10;CCR7;IL6R;TNFRSF4;ACVR1;IFNAR2;IL4R;TNFRSF12A;IFNGR1;IFNGR2;TNFRSF18;IL16;TGFBR1;TGFBR2;IL3RA;LTB;IL9R;CXCR4;CSF2RB;ACVR1B;IL2RG;IL1RL1;CCL4;CCL3;CCL2;TNFRSF14;CCL1;CCL18;IL32;GDF11;CCL23;TSLP;GDF15;IL10RB;TNFSF12;TNFRSF9;LIF;OSM;TNFRSF10C;TNFRSF10B;GDF3;INHBA;GDF6;TNFRSF10D;CD4;IL2RB;CD27;IL7R;CCL28;IL18R1;BMPR1A
KEGG_2021_Human	Leukocyte transendothelial migration	30/114	1.635024e-05	1.506204e-04	0	0	2.685763e+00	2.960052e+01	ITK;ITGAM;NCF1;TXK;NCF4;ITGB2;PIK3CD;CXCR4;ITGAL;MYL12A;GNAI1;ACTG1;ICAM1;MYL12B;GNAI2;RASSF5;PLCG2;RAC2;CD99;VASP;ITGA4;PRKCB;RHOH;CYBA;PRKCA;VAV1;MAPK12;MAPK11;PIK3CA;BCAR1
KEGG_2021_Human	FoxO signaling pathway	33/131	1.706139e-05	1.522342e-04	0	0	2.533528e+00	2.781482e+01	CDKN1A;CDKN1B;PTEN;PIK3CD;PRKAG2;STK4;FOXO1;GABARAP;IKBKB;TNFSF10;S1PR1;HOMER3;PLK3;GABARAPL1;MAP2K1;GADD45B;HOMER1;STAT3;FBXO32;ATG12;TGFBR1;KLF2;MAPK12;TGFBR2;MAPK11;BCL6;PIK3CA;CCNG2;GRB2;SGK3;IL7R;SGK1;SOS2
KEGG_2021_Human	Glycosaminoglycan degradation	10/19	1.752696e-05	1.522342e-04	0	0	8.320117e+00	9.112001e+01	GALNS;HGSNAT;IDUA;HEXB;HEXA;HYAL3;IDS;GNS;ARSB;SGSH
KEGG_2021_Human	Shigellosis	52/246	2.018231e-05	1.683678e-04	0	0	2.022135e+00	2.186070e+01	CALCOCO2;ARPC1B;TRADD;UBE2D1;PIK3CD;ACTG1;IKBKB;PYCARD;RPS6KA5;CAPN2;CASP1;ACTR3;GABARAPL1;FNBP1;PRKCE;PRKCD;ATG12;RRAGA;PIK3CA;RRAGD;TRAF5;ELMO1;HCLS1;ITGA5;PLCB2;SQSTM1;CD44;ARF6;ITPR2;GABARAP;MYL12A;FOXO1;MYL12B;U2AF1L4;CYTH3;CYTH2;CYTH4;PLCG2;NLRP3;CD14;CYTH1;JUN;ARPC5;MAPK12;NFKBIA;MAPK11;ARPC2;ARPC3;BCL2;TAB3;MYD88;BCAR1
KEGG_2021_Human	Glycosaminoglycan biosynthesis	18/53	2.049214e-05	1.683678e-04	0	0	3.858458e+00	4.165387e+01	CHPF;CHPF2;CSGALNACT2;XYLT1;HS6ST1;HS3ST1;HS2ST1;NDST2;EXT1;NDST1;CHST11;CHSY1;CHST12;CHST1;CHST13;CHST14;EXTL3;ST3GAL3
KEGG_2021_Human	Hematopoietic cell lineage	27/99	2.127168e-05	1.701735e-04	0	0	2.818357e+00	3.032026e+01	ITGAM;CSF1;IL5RA;CD3G;CD3E;CD3D;ANPEP;CD37;CD59;CD14;FCGR1A;IL6R;CD33;CD55;HLA-DPA1;HLA-DRB5;IL4R;CR1;ITGA4;CD4;IL3RA;KIT;ITGA5;IL7R;HLA-DRB1;CD44;IL9R
KEGG_2021_Human	Phagosome	36/152	3.087876e-05	2.406960e-04	0	0	2.335585e+00	2.425608e+01	STX12;RAB5B;ITGAM;NCF1;NCF4;ITGB2;CORO1A;CTSS;ACTG1;EEA1;TUBA1A;ATP6V0A2;ITGAV;CD14;FCGR1A;ATP6V1D;ATP6V1F;HLA-DPA1;ATP6V1G1;HLA-DRB5;ATP6V0E1;ATP6AP1;HLA-B;M6PR;HLA-C;TAP1;CYBA;HLA-A;HLA-F;HLA-E;ITGA5;ATP6V0D1;FCGR2B;ATP6V0D2;RAB5A;HLA-DRB1
KEGG_2021_Human	T cell receptor signaling pathway	27/104	5.488229e-05	4.128841e-04	0	0	2.634596e+00	2.584623e+01	ITK;PIK3CD;CD3G;CD3E;CD3D;IKBKB;PPP3CC;GRAP2;MAP3K8;NCK1;MAP2K1;JUN;FOS;VAV1;MAPK12;NFKBIA;MAPK11;CD4;PTPRC;PIK3CA;LCK;GRB2;LCP2;PTPN6;CD247;SOS2;LAT
KEGG_2021_Human	Hepatitis B	37/162	5.568502e-05	4.128841e-04	0	0	2.227441e+00	2.181957e+01	CDKN1A;ATF6B;PIK3CD;IKBKB;CREB3L2;STAT6;IKBKE;JAK3;MAP2K6;JAK1;MAP2K1;EGR2;JUN;EGR3;MAP3K1;ATP6AP1;PRKCB;DDX58;STAT1;STAT2;STAT3;PRKCA;FOS;IRAK4;YWHAZ;TGFBR1;MAPK12;TGFBR2;NFKBIA;CCNA1;MAPK11;PIK3CA;BCL2;IRF7;GRB2;SOS2;MYD88
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	27/106	7.830994e-05	5.637874e-04	0	0	2.567605e+00	2.427629e+01	CDKN1A;ATF6B;ITPR2;ARRB2;PLD1;ADCY7;GNAI1;GNAI2;SLC9A3R1;AKAP13;CREB3L2;PDE4B;PDE4A;MEF2D;ARHGEF11;EGR1;MAP2K1;JUND;PRKCB;PDE4D;PRKCA;FOS;RUNX2;NR4A2;BCL2;ARHGEF1;PLCB2
KEGG_2021_Human	Endocytosis	51/252	7.974624e-05	5.637874e-04	0	0	1.912584e+00	1.804840e+01	WIPF1;SH3KBP1;ARPC1B;ARRB2;EEA1;CHMP1B;SH3GLB1;ACTR3;PDGFRA;HLA-B;ARAP2;HLA-C;VPS37A;HLA-A;HLA-F;ARFGAP3;TGFBR1;HLA-E;TGFBR2;ZFYVE16;ACAP1;RAB31;VPS28;ARF6;CHMP5;RAB5B;VPS4B;AGAP1;CXCR4;PLD1;CBL;IL2RG;CYTH3;CYTH2;RAB11FIP1;CYTH4;PIP5K1C;RAB11FIP4;CYTH1;GIT2;SMURF2;SMURF1;ARPC5;HSPA2;EHD4;ARPC2;ARPC3;IL2RB;RAB5A;SMAP1;HSPA1A
KEGG_2021_Human	Phospholipase D signaling pathway	34/148	9.677107e-05	6.686001e-04	0	0	2.242858e+00	2.073110e+01	SHC4;RALA;RALB;LPAR2;PDGFA;PIK3CD;PLD1;ADCY7;AGPAT2;PIK3R6;PIK3CG;PIK3R5;CYTH3;CYTH2;CYTH4;PLCG2;FCER1A;PIP5K1C;CYTH1;PDGFRA;MAP2K1;FCER1G;PLA2G4C;PRKCA;GAB2;LPAR5;PIK3CA;LPAR6;KIT;GRB2;MS4A2;PLCB2;SOS2;ARF6
KEGG_2021_Human	Growth hormone synthesis, secretion and action	29/119	1.023129e-04	6.873729e-04	0	0	2.421290e+00	2.224554e+01	SHC4;ATF6B;ITPR2;PIK3CD;ADCY7;GNAI1;GNAI2;SOCS2;SOCS3;SOCS1;CREB3L2;PLCG2;JUNB;MAP2K6;MAP2K1;MAP3K1;PRKCB;STAT1;STAT3;PRKCA;FOS;SSTR2;MAPK12;MAPK11;PIK3CA;GRB2;PLCB2;SOS2;BCAR1
KEGG_2021_Human	Chagas disease	26/102	1.040104e-04	6.873729e-04	0	0	2.569448e+00	2.356445e+01	PIK3CD;CD3G;CD3E;CD3D;GNAI1;GNAI2;IKBKB;PPP2CB;CCL3;CCL2;JUN;ACE;IFNGR1;IFNGR2;FOS;IRAK4;CFLAR;TGFBR1;MAPK12;TGFBR2;NFKBIA;MAPK11;PIK3CA;CD247;PLCB2;MYD88
