Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Osteoclast differentiation	44/127	2.334285e-11	6.451114e-10	0	0	3.943376e+00	9.653673e+01	SPI1;ITGB3;NCF4;FHL2;PIK3CD;TNFRSF11A;PIK3CB;IKBKB;SOCS3;PPP3R1;SOCS1;AKT3;PLCG2;MAPK1;FYN;IKBKG;JUNB;JAK1;MAPK3;JUN;JUND;TGFB1;SYK;IFNGR1;CYBA;NFATC1;FOS;TGFBR1;MAPK12;FOSL2;TGFBR2;TNFRSF1A;NFKBIA;CYLD;TYROBP;FCGR2A;TEC;TRAF6;BTK;FOSB;GRB2;TAB2;LCP2;SQSTM1
GO_Biological_Process_2023	Shigellosis	67/246	5.286044e-11	1.307397e-09	0	0	2.796348e+00	6.617101e+01	ITGB1;GSK3B;ARF1;ARPC1B;ILK;PIK3CD;PIK3CB;FNBP1L;ACTB;CRKL;ACTG1;IKBKB;PYCARD;RPS6KA5;TBK1;AKT3;CASP4;IKBKG;CAPN1;ACTR3;GABARAPL2;ACTR2;GABARAPL1;FNBP1;FBXW11;ACTN1;PRKCE;PRKCD;WIPI1;TNFRSF1A;PLCB3;PLCB4;TRAF6;ELMO2;PRKCQ;ITGA5;PFN1;TLN1;PLCB2;SQSTM1;DOCK1;CD44;VCL;ROCK1;ROCK2;SRC;ITPR1;GABARAP;MYL12A;MYL12B;CYTH3;CYTH2;CCL5;PLCG2;MAPK1;MAPK3;JUN;ARPC4;ARPC5;MAPK12;NFKBIA;DIAPH1;ARPC2;ARPC3;TAB3;TAB2;BCL2L1
GO_Biological_Process_2023	Human cytomegalovirus infection	63/225	5.590842e-11	1.307397e-09	0	0	2.903182e+00	6.853631e+01	GSK3B;CDKN1A;ITGB3;PIK3CD;PIK3CB;CRKL;IKBKB;AKAP13;TBK1;AKT3;CREB3L2;RAC2;RAC3;ITGAV;IKBKG;PRKACA;PRKACB;IL6R;JAK1;ARHGEF12;PRKCB;HLA-C;PRKCA;HLA-A;HLA-E;TNFRSF1A;PLCB3;PLCB4;SOS1;PLCB2;SOS2;PTGER4;ROCK1;ROCK2;SRC;PTGER2;PTGER3;ITPR1;CXCR4;PTGS2;ADCY6;GNAI1;GNAI2;GNA13;PPP3R1;CCL5;GNG7;MAPK1;PTK2B;MAPK3;CDKN2A;STAT3;NFATC1;GNG11;MAPK12;NFKBIA;GNAQ;GNAS;CTNNB1;GRB2;KRAS;GNB5;CALM1
GO_Biological_Process_2023	Rap1 signaling pathway	60/210	6.507483e-11	1.413053e-09	0	0	2.984352e+00	6.999943e+01	ITGB1;ITGAM;ITGB3;ITGA2B;PIK3CD;PIK3CB;ACTB;CRKL;ACTG1;RASSF5;AKT3;RAC2;RAC3;VAV3;PRKCB;F2R;PRKCA;VAV1;TIAM1;PLCB3;PLCB4;KIT;RAPGEF2;PRKD2;LCP2;PFN1;TLN1;PLCB2;SKAP1;RALB;RGS14;SRC;PDGFB;RASGRP2;THBS1;ADCY6;GNAI1;GNAI2;RASGRP3;RAP1B;RRAS;PDGFC;P2RY1;MAPK1;DRD2;MAPK3;VASP;ANGPT1;EGF;VEGFB;VEGFC;MAPK12;LPAR5;GNAQ;GNAS;CTNNB1;KRAS;CALM1;LAT;F2RL3
GO_Biological_Process_2023	Pathways in cancer	114/531	2.844159e-10	5.764161e-09	0	0	2.055923e+00	4.519039e+01	SPI1;ITGA2B;ETS1;CRKL;FRAT1;CCND3;EDNRB;RPS6KA5;RASSF5;AKT3;PIM2;PRKACA;PRKACB;IL6R;IL4R;PRKCB;TPM3;F2R;PRKCA;RUNX1;AGTR1;COL4A5;IL6ST;NOTCH1;MAX;EPAS1;PDGFB;CSF2RB;RASGRP2;STK4;RASGRP4;HSP90B1;RASGRP3;PLCG2;PMAIP1;JUN;TGFB1;JUP;GADD45B;GADD45A;ZBTB16;GNG11;NFKBIA;LPAR5;GNAQ;GNAS;GRB2;GNB5;CALM1;IL7R;BCL2L1;ITGB1;GSK3B;CDKN1A;CDKN1B;PIK3CD;PIK3CB;LAMC1;IKBKB;SUFU;RAC2;RAC3;ITGAV;IKBKG;JAK3;JAK1;ARHGEF12;IFNGR1;NCOA3;NCOA4;AXIN1;FOS;TGFBR1;TGFBR2;PLCB3;PLCB4;TRAF6;KIT;ITGA6;SOS1;PLCB2;SOS2;PPARD;PTGER4;CAMK2D;RALB;ROCK1;ROCK2;PTGER2;PTGER3;CXCR4;PTGS2;CBL;ADCY6;GNAI1;GNAI2;GNA13;WNT11;GNG7;MAPK1;HES1;CAMK2G;MAPK3;EGLN3;CDKN2A;BAD;EGF;LAMB2;STAT3;VEGFB;VEGFC;CTNNB1;KRAS;F2RL3
GO_Biological_Process_2023	Lipid and atherosclerosis	59/215	5.351134e-10	1.016715e-08	0	0	2.819568e+00	6.019366e+01	GSK3B;CD40;NCF4;PIK3CD;CXCL1;PIK3CB;CXCL3;CXCL2;IKBKB;PYCARD;TBK1;AKT3;TNFSF10;CD36;IKBKG;MAP3K5;VAV3;PRKCA;CYBA;FOS;IRAK4;VAV1;TNFRSF1A;ERN1;PLCB3;PLCB4;DDIT3;TRAF6;PLCB2;CAMK2D;ROCK2;SRC;ITPR1;LY96;HSP90B1;RAP1B;PPP3R1;CCL5;MAPK1;CAMK2G;MAPK3;LYN;JUN;XBP1;BAD;STAT3;EIF2AK3;NFATC1;HSPA2;SOD2;MAPK12;NFKBIA;SELP;CD40LG;TAB2;KRAS;CALM1;HSPA1A;BCL2L1
GO_Biological_Process_2023	Oxytocin signaling pathway	47/154	6.847266e-10	1.224452e-08	0	0	3.267126e+00	6.894290e+01	RYR2;CDKN1A;CAMK2D;PRKAA1;ROCK1;ROCK2;SRC;ITPR1;PTGS2;ACTB;PIK3R6;PIK3CG;ADCY6;GNAI1;ACTG1;MYLK;GNAI2;RGS2;PPP3R1;MAPK1;PRKACA;PRKACB;CAMK2G;MAPK3;MEF2C;PRKAB2;JUN;CAMK1D;PPP1R12A;PRKCB;PLA2G4A;PRKCA;NFATC1;FOS;RCAN1;CACNB3;MYL6;PLCB3;CACNB4;PLCB4;GNAQ;GNAS;KRAS;CAMK1;CALM1;PLCB2;PPP1R12C
GO_Biological_Process_2023	B cell receptor signaling pathway	31/81	1.248499e-09	2.108576e-08	0	0	4.595279e+00	9.420930e+01	GSK3B;INPPL1;PIK3CD;DAPP1;PIK3CB;RASGRP3;IKBKB;CD79B;PPP3R1;AKT3;RAC2;PLCG2;RAC3;MAPK1;IKBKG;MAPK3;VAV3;LYN;JUN;SYK;PRKCB;NFATC1;FOS;VAV1;NFKBIA;BTK;GRB2;KRAS;PTPN6;SOS1;SOS2
GO_Biological_Process_2023	Leukocyte transendothelial migration	38/114	1.853521e-09	2.965634e-08	0	0	3.711351e+00	7.462109e+01	ITGB1;ITGAM;ROCK1;ROCK2;TXK;NCF4;PIK3CD;CXCR4;PIK3CB;F11R;ACTB;MYL12A;GNAI1;ACTG1;MYL12B;GNAI2;RAP1B;RASSF5;PLCG2;RAC2;PTK2B;CD99;JAM3;VASP;VAV3;PRKCB;ACTN1;MSN;RHOH;CYBA;PRKCA;VAV1;MAPK12;CLDN10;CTNNB1;ESAM;CLDN16;VCL
GO_Biological_Process_2023	Apelin signaling pathway	42/137	4.687111e-09	7.124408e-08	0	0	3.283621e+00	6.297476e+01	RYR2;HDAC5;PRKAA1;SERPINE1;ITPR1;PLAT;GABARAP;PIK3R6;PIK3CG;ADCY6;GNAI1;MYLK;SLC9A1;GNAI2;GNA13;RRAS;GNG7;AKT3;MAPK1;PRKACA;PRKACB;MEF2D;MAPK3;MEF2A;GABARAPL2;EGR1;GABARAPL1;MEF2C;PRKAB2;PRKCE;GNG11;TGFBR1;KLF2;SLC8A3;PLCB3;PLCB4;GNAQ;AGTR1;KRAS;GNB5;CALM1;PLCB2
GO_Biological_Process_2023	Proteoglycans in cancer	55/205	4.936989e-09	7.146880e-08	0	0	2.729821e+00	5.221195e+01	ITGB1;CDKN1A;ITGB5;ITGB3;PIK3CD;PIK3CB;ACTB;ACTG1;AKT3;TIMP3;ITGAV;PRKACA;PRKACB;VAV3;ARHGEF12;PPP1R12A;PRKCB;PLAUR;PRKCA;VAV1;TIAM1;ITGA5;SOS1;PPP1R12C;SOS2;CD44;HBEGF;CD63;CAMK2D;ROCK1;ROCK2;SRC;ITPR1;IQGAP1;CBL;THBS1;SLC9A1;WNT11;RRAS;PLCG2;FLNA;MAPK1;CAMK2G;MAPK3;TGFB1;CAV2;CAV1;STAT3;MSN;MAPK12;CTNNB1;GRB2;KRAS;PTPN6;HPSE
GO_Biological_Process_2023	Fc epsilon RI signaling pathway	27/68	5.630029e-09	7.779677e-08	0	0	4.875170e+00	9.260458e+01	PIK3CD;PIK3CB;AKT3;RAC2;PLCG2;FCER1A;RAC3;MAPK1;FYN;MAPK3;VAV3;LYN;FCER1G;SYK;PLA2G4A;PRKCA;VAV1;MAPK12;ALOX5AP;BTK;LCP2;GRB2;KRAS;MS4A2;SOS1;SOS2;LAT
GO_Biological_Process_2023	Gap junction	31/88	1.282716e-08	1.695415e-07	0	0	4.029339e+00	7.321994e+01	SRC;ITPR1;PDGFB;HTR2A;ADCY6;GNAI1;GNAI2;TUBA1C;TUBA1A;TUBB1;PDGFC;MAPK1;PRKACA;DRD2;PRKACB;PRKG1;MAPK3;MAP3K2;PRKCB;EGF;PRKCA;TUBA4A;PLCB3;PLCB4;GNAQ;GNAS;GRB2;KRAS;SOS1;PLCB2;SOS2
GO_Biological_Process_2023	T cell receptor signaling pathway	34/104	2.262995e-08	2.866460e-07	0	0	3.600447e+00	6.338224e+01	GSK3B;PIK3CD;CBLB;PIK3CB;IKBKB;PPP3R1;GRAP2;AKT3;NCK2;MAPK1;MAP3K8;FYN;IKBKG;NCK1;MAPK3;VAV3;JUN;NFATC1;FOS;VAV1;MAPK12;NFKBIA;CD4;PTPRC;CD40LG;TEC;PRKCQ;GRB2;LCP2;KRAS;PTPN6;SOS1;SOS2;LAT
GO_Biological_Process_2023	FoxO signaling pathway	39/131	4.021962e-08	4.890706e-07	0	0	3.145040e+00	5.355660e+01	CDKN1A;PRKAA1;CDKN1B;PIK3CD;IRS2;PIK3CB;NLK;STK4;GABARAP;IKBKB;AKT3;TNFSF10;MAPK1;HOMER3;MAPK3;CDKN2D;GABARAPL2;PLK3;GABARAPL1;PRKAB2;TGFB1;GADD45B;GADD45A;HOMER2;EGF;STAT3;SOD2;TGFBR1;KLF2;MAPK12;TGFBR2;CCNG2;GRB2;SGK3;KRAS;IL7R;SGK1;SOS1;SOS2
GO_Biological_Process_2023	Epithelial cell signaling in Helicobacter pylori infection	26/70	5.453742e-08	6.376683e-07	0	0	4.371930e+00	7.311782e+01	ATP6V1A;SRC;CXCL1;CXCL3;F11R;CXCL2;IKBKB;CCL5;ATP6V0A2;PLCG2;CSK;IKBKG;ATP6V1E1;ATP6V1D;GIT1;ATP6V0A1;JAM3;LYN;JUN;ATP6V0E1;ATP6AP1;ADAM10;MAPK12;NFKBIA;ATP6V1B2;HBEGF
GO_Biological_Process_2023	Relaxin signaling pathway	38/129	8.144154e-08	9.122851e-07	0	0	3.096937e+00	5.055248e+01	SHC1;SRC;PIK3CD;ARRB1;ARRB2;PIK3CB;ADCY6;GNAI1;GNAI2;EDNRB;GNG7;AKT3;CREB3L2;MAPK1;PRKACA;PRKACB;MAPK3;JUN;TGFB1;VEGFB;VEGFC;PRKCA;FOS;GNG11;TGFBR1;MAPK12;TGFBR2;NFKBIA;PLCB3;PLCB4;GNAS;COL4A5;GRB2;KRAS;GNB5;SOS1;PLCB2;SOS2
GO_Biological_Process_2023	ErbB signaling pathway	29/85	8.402626e-08	9.122851e-07	0	0	3.833672e+00	6.245871e+01	GSK3B;CDKN1A;CAMK2D;CDKN1B;SHC1;SRC;PIK3CD;CBLB;PIK3CB;CBL;CRKL;AKT3;NCK2;PLCG2;MAPK1;CAMK2G;NCK1;MAPK3;JUN;PRKCB;BAD;EGF;PRKCA;EREG;GRB2;KRAS;SOS1;SOS2;HBEGF
GO_Biological_Process_2023	Endocytosis	60/252	1.180629e-07	1.237625e-06	0	0	2.325914e+00	3.710309e+01	ARF3;ARF1;WIPF1;SH3KBP1;ARPC1B;CBLB;ARRB1;ARRB2;RAB22A;CAPZB;KIF5B;LDLRAP1;GIT1;RAB8A;SH3GLB1;ACTR3;ACTR2;HLA-C;VPS37A;HLA-A;ARAP1;ARFGAP3;TGFBR1;HLA-E;TGFBR2;RUFY1;DNM3;RAB31;BIN1;TRAF6;STAM2;VPS28;ARF5;RAB5B;SRC;AGAP1;CXCR4;ASAP2;CBL;CYTH3;CYTH2;GRK5;GRK4;PIP5K1C;ARFGEF1;GIT2;RAB4A;CAV2;CAV1;ARPC4;ARPC5;HSPA2;RAB11A;RAB10;EHD3;DAB2;ARPC2;ARPC3;CHMP2A;HSPA1A
GO_Biological_Process_2023	Toxoplasmosis	34/112	1.738296e-07	1.761474e-06	0	0	3.229696e+00	5.027083e+01	ITGB1;CD40;LY96;LAMC1;PIK3R6;PIK3CG;GNAI1;GNAI2;IKBKB;SOCS1;AKT3;MAPK1;IKBKG;JAK1;MAPK3;HLA-DRB5;TGFB1;IFNGR1;BAD;LAMB2;STAT3;HSPA2;IRAK4;MAPK12;TNFRSF1A;NFKBIA;CD40LG;TRAF6;PPIF;TAB2;ITGA6;HLA-DRB1;BCL2L1;HSPA1A
GO_Biological_Process_2023	Lysosome	37/128	2.042116e-07	1.987918e-06	0	0	3.014162e+00	4.643048e+01	CD63;ASAH1;CTSW;LIPA;LAPTM4B;LAPTM4A;GM2A;SMPD1;NEU1;PSAP;AP1S2;ATP6V0A2;SLC17A5;IDS;ACP2;CTSG;AP1S3;ARSG;CTSF;CTSD;CTSC;ATP6V0A1;CTSA;ARSA;HGSNAT;ATP6AP1;ENTPD4;SORT1;M6PR;LAPTM5;CTNS;PLA2G15;NPC2;TPP1;CD68;GLA;LGMN
GO_Biological_Process_2023	Kaposi sarcoma-associated herpesvirus infection	49/193	2.140927e-07	1.987918e-06	0	0	2.527757e+00	3.881840e+01	GSK3B;CDKN1A;PIK3CD;CXCL1;PIK3CB;CXCL3;CXCL2;PIK3CG;IKBKB;ZFP36;TBK1;AKT3;IKBKG;JAK1;GABARAPL2;GABARAPL1;SYK;IFNGR1;HLA-C;HLA-A;FOS;HLA-E;TNFRSF1A;CD200R1;IL6ST;SRC;PDGFB;ITPR1;PTGS2;GABARAP;PIK3R6;PPP3R1;GNG7;PLCG2;MAPK1;MAPK3;LYN;JUN;STAT3;NFATC1;GNG11;MAPK12;NFKBIA;RCAN1;CLEC2B;CTNNB1;KRAS;GNB5;CALM1
GO_Biological_Process_2023	Choline metabolism in cancer	31/98	2.157937e-07	1.987918e-06	0	0	3.425991e+00	5.258534e+01	DGKG;DGKE;DGKD;SLC44A1;DGKA;PDGFB;WAS;PIK3CD;PIK3CB;AKT3;PDGFC;RAC2;RAC3;MAPK1;PIP5K1C;WASF3;MAPK3;JUN;LYPLA1;PRKCB;EGF;PLA2G4A;PRKCA;FOS;GPCPD1;GRB2;KRAS;SOS1;SOS2;DGKI;DGKH
GO_Biological_Process_2023	cGMP-PKG signaling pathway	44/167	2.869228e-07	2.565427e-06	0	0	2.654901e+00	3.999357e+01	ROCK1;ROCK2;ITPR1;ATP2A3;ATP2A2;IRS2;ADRB2;PIK3R6;PIK3CG;ADCY6;GNAI1;MYLK;GNAI2;GNA13;RGS2;PPP3R1;EDNRB;AKT3;CREB3L2;KCNMB4;MAPK1;MEF2D;PRKG1;MAPK3;MEF2A;VASP;MEF2C;PPP1R12A;TRPC6;BAD;PRKCE;NFATC1;ATP1B1;ADRA2A;SLC8A3;PLCB3;PLCB4;GNAQ;AGTR1;PPIF;PDE3A;PDE5A;CALM1;PLCB2
GO_Biological_Process_2023	Chronic myeloid leukemia	26/76	3.642192e-07	3.163504e-06	0	0	3.845984e+00	5.701867e+01	CDKN1A;CDKN1B;SHC1;PIK3CD;PIK3CB;CBL;CRKL;IKBKB;AKT3;MAPK1;IKBKG;MAPK3;TGFB1;GADD45B;BAD;CDKN2A;GADD45A;TGFBR1;RUNX1;TGFBR2;NFKBIA;GRB2;KRAS;SOS1;SOS2;BCL2L1
GO_Biological_Process_2023	Parathyroid hormone synthesis, secretion and action	32/106	4.556011e-07	3.767530e-06	0	0	3.202046e+00	4.675515e+01	CDKN1A;ITPR1;ARRB1;ARRB2;ADCY6;GNAI1;GNAI2;GNA13;SLC9A3R1;AKAP13;CREB3L2;PDE4A;MAPK1;PRKACA;PRKACB;MEF2D;MAPK3;MEF2A;EGR1;MEF2C;JUND;PRKCB;PDE4D;PRKCA;FOS;NR4A2;PLCB3;PLCB4;GNAQ;GNAS;PLCB2;HBEGF
GO_Biological_Process_2023	Vibrio cholerae infection	20/50	4.585480e-07	3.767530e-06	0	0	4.923918e+00	7.186557e+01	ATP6V1A;SLC12A2;ARF1;ATP6V0E1;ATP6AP1;KDELR1;PRKCA;ACTB;ACTG1;KCNQ1;ATP6V1B2;ATP6V0A2;PLCG2;GNAS;ATP6V1E1;PRKACA;PRKACB;ATP6V1D;ATP6V0A1;TJP2
GO_Biological_Process_2023	Bacterial invasion of epithelial cells	26/77	4.875457e-07	3.900365e-06	0	0	3.770358e+00	5.479793e+01	ITGB1;SHC1;SRC;ARPC1B;ILK;PIK3CD;PIK3CB;CBL;ACTB;ACTG1;CRKL;ACTR3;ACTR2;CAV2;CAV1;ARPC4;ARPC5;DNM3;ARHGAP10;ARPC2;ARPC3;ELMO2;CTNNB1;ITGA5;DOCK1;VCL
GO_Biological_Process_2023	TNF signaling pathway	33/112	5.640005e-07	4.396311e-06	0	0	3.093540e+00	4.451051e+01	PIK3CD;TNFAIP3;CXCL1;PIK3CB;CXCL3;PTGS2;CXCL2;IKBKB;SOCS3;RPS6KA5;CCL5;AKT3;CREB3L2;MAPK1;MAP3K8;IKBKG;DNM1L;JUNB;MAP3K5;MAPK3;JUN;RIPK3;LIF;VEGFC;FOS;CFLAR;MAPK12;TNFRSF1A;NFKBIA;BCL3;TAB3;TAB2;IL18R1
GO_Biological_Process_2023	GnRH signaling pathway	29/93	7.357006e-07	5.591325e-06	0	0	3.352934e+00	4.735162e+01	CAMK2D;SRC;ITPR1;ADCY6;MAPK1;PTK2B;PRKACA;PRKACB;CAMK2G;MAPK3;MAP3K2;EGR1;JUN;PRKCB;PRKCD;PLA2G4A;PRKCA;MAPK12;PLCB3;PLCB4;GNAQ;GNAS;GRB2;KRAS;SOS1;CALM1;PLCB2;SOS2;HBEGF
GO_Biological_Process_2023	Growth hormone synthesis, secretion and action	34/119	8.444967e-07	6.261634e-06	0	0	2.962537e+00	4.142967e+01	GSK3B;SHC1;ITPR1;PIK3CD;IRS2;PIK3CB;ADCY6;GNAI1;CRKL;GNAI2;SOCS3;SOCS1;AKT3;CREB3L2;PLCG2;MAPK1;PRKACA;JUNB;PRKACB;MAPK3;PRKCB;STAT3;PRKCA;FOS;MAPK12;PLCB3;PLCB4;GNAQ;GNAS;GRB2;KRAS;SOS1;PLCB2;SOS2
